time,ground_pelvis_on_pelvis_in_ground_fx,ground_pelvis_on_pelvis_in_ground_fy,ground_pelvis_on_pelvis_in_ground_fz,ground_pelvis_on_pelvis_in_ground_mx,ground_pelvis_on_pelvis_in_ground_my,ground_pelvis_on_pelvis_in_ground_mz,hip_r_on_femur_r_in_ground_fx,hip_r_on_femur_r_in_ground_fy,hip_r_on_femur_r_in_ground_fz,hip_r_on_femur_r_in_ground_mx,hip_r_on_femur_r_in_ground_my,hip_r_on_femur_r_in_ground_mz,knee_r_on_tibia_r_in_ground_fx,knee_r_on_tibia_r_in_ground_fy,knee_r_on_tibia_r_in_ground_fz,knee_r_on_tibia_r_in_ground_mx,knee_r_on_tibia_r_in_ground_my,knee_r_on_tibia_r_in_ground_mz,ankle_r_on_talus_r_in_ground_fx,ankle_r_on_talus_r_in_ground_fy,ankle_r_on_talus_r_in_ground_fz,ankle_r_on_talus_r_in_ground_mx,ankle_r_on_talus_r_in_ground_my,ankle_r_on_talus_r_in_ground_mz,subtalar_r_on_calcn_r_in_ground_fx,subtalar_r_on_calcn_r_in_ground_fy,subtalar_r_on_calcn_r_in_ground_fz,subtalar_r_on_calcn_r_in_ground_mx,subtalar_r_on_calcn_r_in_ground_my,subtalar_r_on_calcn_r_in_ground_mz,mtp_r_on_toes_r_in_ground_fx,mtp_r_on_toes_r_in_ground_fy,mtp_r_on_toes_r_in_ground_fz,mtp_r_on_toes_r_in_ground_mx,mtp_r_on_toes_r_in_ground_my,mtp_r_on_toes_r_in_ground_mz,hip_l_on_femur_l_in_ground_fx,hip_l_on_femur_l_in_ground_fy,hip_l_on_femur_l_in_ground_fz,hip_l_on_femur_l_in_ground_mx,hip_l_on_femur_l_in_ground_my,hip_l_on_femur_l_in_ground_mz,knee_l_on_tibia_l_in_ground_fx,knee_l_on_tibia_l_in_ground_fy,knee_l_on_tibia_l_in_ground_fz,knee_l_on_tibia_l_in_ground_mx,knee_l_on_tibia_l_in_ground_my,knee_l_on_tibia_l_in_ground_mz,ankle_l_on_talus_l_in_ground_fx,ankle_l_on_talus_l_in_ground_fy,ankle_l_on_talus_l_in_ground_fz,ankle_l_on_talus_l_in_ground_mx,ankle_l_on_talus_l_in_ground_my,ankle_l_on_talus_l_in_ground_mz,subtalar_l_on_calcn_l_in_ground_fx,subtalar_l_on_calcn_l_in_ground_fy,subtalar_l_on_calcn_l_in_ground_fz,subtalar_l_on_calcn_l_in_ground_mx,subtalar_l_on_calcn_l_in_ground_my,subtalar_l_on_calcn_l_in_ground_mz,mtp_l_on_toes_l_in_ground_fx,mtp_l_on_toes_l_in_ground_fy,mtp_l_on_toes_l_in_ground_fz,mtp_l_on_toes_l_in_ground_mx,mtp_l_on_toes_l_in_ground_my,mtp_l_on_toes_l_in_ground_mz,back_on_torso_in_ground_fx,back_on_torso_in_ground_fy,back_on_torso_in_ground_fz,back_on_torso_in_ground_mx,back_on_torso_in_ground_my,back_on_torso_in_ground_mz,acromial_r_on_humerus_r_in_ground_fx,acromial_r_on_humerus_r_in_ground_fy,acromial_r_on_humerus_r_in_ground_fz,acromial_r_on_humerus_r_in_ground_mx,acromial_r_on_humerus_r_in_ground_my,acromial_r_on_humerus_r_in_ground_mz,elbow_r_on_ulna_r_in_ground_fx,elbow_r_on_ulna_r_in_ground_fy,elbow_r_on_ulna_r_in_ground_fz,elbow_r_on_ulna_r_in_ground_mx,elbow_r_on_ulna_r_in_ground_my,elbow_r_on_ulna_r_in_ground_mz,radioulnar_r_on_radius_r_in_ground_fx,radioulnar_r_on_radius_r_in_ground_fy,radioulnar_r_on_radius_r_in_ground_fz,radioulnar_r_on_radius_r_in_ground_mx,radioulnar_r_on_radius_r_in_ground_my,radioulnar_r_on_radius_r_in_ground_mz,radius_hand_r_on_hand_r_in_ground_fx,radius_hand_r_on_hand_r_in_ground_fy,radius_hand_r_on_hand_r_in_ground_fz,radius_hand_r_on_hand_r_in_ground_mx,radius_hand_r_on_hand_r_in_ground_my,radius_hand_r_on_hand_r_in_ground_mz,acromial_l_on_humerus_l_in_ground_fx,acromial_l_on_humerus_l_in_ground_fy,acromial_l_on_humerus_l_in_ground_fz,acromial_l_on_humerus_l_in_ground_mx,acromial_l_on_humerus_l_in_ground_my,acromial_l_on_humerus_l_in_ground_mz,elbow_l_on_ulna_l_in_ground_fx,elbow_l_on_ulna_l_in_ground_fy,elbow_l_on_ulna_l_in_ground_fz,elbow_l_on_ulna_l_in_ground_mx,elbow_l_on_ulna_l_in_ground_my,elbow_l_on_ulna_l_in_ground_mz,radioulnar_l_on_radius_l_in_ground_fx,radioulnar_l_on_radius_l_in_ground_fy,radioulnar_l_on_radius_l_in_ground_fz,radioulnar_l_on_radius_l_in_ground_mx,radioulnar_l_on_radius_l_in_ground_my,radioulnar_l_on_radius_l_in_ground_mz,radius_hand_l_on_hand_l_in_ground_fx,radius_hand_l_on_hand_l_in_ground_fy,radius_hand_l_on_hand_l_in_ground_fz,radius_hand_l_on_hand_l_in_ground_mx,radius_hand_l_on_hand_l_in_ground_my,radius_hand_l_on_hand_l_in_ground_mz
3.05,5.32907e-15,1.13687e-13,2.4869e-14,0,0,3.55271e-15,-80.2329,-1237.5,285.668,-2.197e-14,-6.83508e-16,1.15711e-14,25.568,-1052.03,-11.5799,-4.69589,4.42093,0.515369,10.8017,-1475.8,43.6143,18.3788,-2.33925,3.87352,11.1342,-1476.42,43.7401,20.1946,-4.32923,-65.5161,153.187,-27.6458,53.9693,-0.431533,-0.955964,1.14442,176.297,-460.267,-440.219,1.21802e-13,-7.78086e-15,2.24572e-15,-5.72232,-240.913,-17.991,-23.2382,2.66906,1.65436,-613.571,-828.14,-59.7535,-19.1246,1.68173,4.40337,-613.791,-828.049,-58.7063,-12.4414,0.831986,-53.3476,80.8215,-205.156,-41.8431,1.63725,0.445748,1.12144,-25.1123,467.407,21.9123,-3.99668e-14,2.42005e-14,-3.93639e-14,0.138493,26.2232,-4.19266,2.51638e-16,-2.03074e-17,2.13881e-16,-0.878152,12.962,-2.77551,0.00372473,0.0020557,-0.0015031,-0.988523,8.48814,-1.82956,0.187539,0.0191188,-0.0510276,-1.0067,3.89765,-0.813518,0.0340879,-0.00166387,-0.0431789,3.17452,10.3712,2.18308,-9.20621e-17,-1.74994e-17,-1.74527e-16,-1.59244,2.40179,0.383087,0.0170564,0.00510493,0.0030323,-2.28772,1.26476,0.0390927,0.00134508,-0.0277244,-0.0824957,-2.56046,-0.0897772,-0.294471,0.0110351,-0.0034181,-0.0641719
3.11,1.77636e-15,1.98952e-13,-7.10543e-15,1.77636e-15,2.66454e-15,-1.24345e-14,-228.015,-1205.04,297.288,-3.81889e-14,1.24158e-15,-4.35765e-15,-107.895,-1149.74,-28.6071,-9.79881,3.41638,0.405656,-141.959,-1571.59,9.83117,9.24665,-2.21572,2.30017,-141.706,-1572.69,10.3381,13.1551,-2.96674,-67.8284,104.322,-15.4437,41.897,-0.333459,-0.78139,1.10847,-22.6559,-412.592,-134.484,-3.15101e-15,-1.02295e-14,6.44698e-15,29.0786,-151.54,-6.2822,10.1673,-1.6496,0.538992,-49.5327,-501.077,-11.2838,7.66732,-2.47585,-1.46584,-50.4188,-501.908,-11.1023,10.159,-2.09105,-30.0787,47.4717,-46.7502,-13.7135,-0.384246,-0.423435,-0.467132,30.6615,413.563,-38.1215,2.5113e-14,-5.24827e-16,-2.15635e-14,-0.687678,20.5847,-4.16083,5.62154e-16,7.60042e-18,-5.6444e-17,-2.41626,10.4065,-1.60464,-0.0661038,-0.0112433,0.0213381,-2.02695,6.90241,-0.974638,0.0855436,0.0261192,-0.0400863,-1.57273,3.19864,-0.310515,0.0097623,0.00116889,-0.0426789,6.07674,15.5248,2.23578,1.61351e-15,-1.91809e-16,-1.58641e-15,-1.4215,4.80725,1.05524,0.0121725,-0.00864442,-0.000272095,-2.45415,2.84386,0.488519,-0.0204001,-0.0357952,-0.162163,-2.92158,0.686533,-0.165115,0.0121521,0.000774175,-0.103049
3.15,-1.42109e-14,1.42109e-13,-5.32907e-15,0,0,-2.13163e-14,-301.861,-1238.85,282.438,-4.28034e-14,5.13566e-15,-5.69623e-15,-186.132,-1179.44,-44.0749,-17.0315,3.76301,-0.893371,-208.006,-1586.43,9.72528,0.421866,-2.03173,-0.267476,-207.444,-1587.59,10.8248,5.88572,-3.01808,-70.27,102.731,0.18806,46.9282,-0.310103,-0.971798,2.11381,-20.9043,-409.483,-142.393,-7.87418e-14,-9.09581e-15,-2.91847e-15,38.968,-141.193,-4.04859,10.3224,-4.22356,0.185015,92.6898,-469.251,-17.9682,10.2626,-6.59619,-1.17932,92.3021,-470.587,-18.3002,12.0195,-5.24123,-28.3637,57.6792,-27.438,-15.576,-0.294259,-0.531596,-0.386604,26.2647,390.095,-25.6951,2.12009e-14,-7.35401e-15,-2.25586e-15,-0.959224,18.6408,-3.43747,-3.65053e-16,-4.07348e-17,-2.20659e-17,-3.03126,9.02733,-1.22329,-0.0187128,-0.000879499,0.00598448,-2.61054,5.93065,-0.724293,0.0992348,0.0478342,-0.0821271,-2.00975,2.63286,-0.157966,0.00979669,0.00459271,-0.056592,5.98135,14.4977,1.9094,1.05487e-15,1.97039e-16,-1.62294e-15,-1.09598,5.61555,1.0697,0.00676351,-0.0129257,-0.00151854,-2.11748,3.64023,0.609861,-0.0505281,-0.0423311,-0.150248,-2.67132,1.3856,0.0433662,0.00164064,-0.00451392,-0.0976051
3.18,1.42109e-14,1.7053e-13,-2.4869e-14,1.24345e-14,-1.77636e-15,-2.4869e-14,-416.66,-1395.5,247.447,1.76917e-14,-2.5886e-15,-1.64831e-15,-339.272,-1624.33,-68.7892,-12.736,6.90725,0.999695,-419.841,-2126.75,-33.3911,7.03619,-0.581135,2.40631,-420.086,-2127.95,-32.8934,14.0467,-0.439791,-87.8618,115.336,-19.8269,54.0075,-0.486248,-1.06509,1.30466,185.017,-489.707,-150.336,3.457e-14,1.11308e-14,4.99819e-14,108.051,-333.904,-33.3964,3.58825,-1.36498,2.17356,70.1019,-276.269,-20.5955,1.33319,-1.28194,-0.037658,71.2521,-277.47,-20.3009,1.82663,-0.00263148,-15.4933,33.2975,-7.88362,-9.7256,-0.0657788,-0.219103,-0.163091,-52.6384,418.911,-20.2916,-4.4878e-15,-8.70974e-15,7.22679e-15,-1.87465,16.1365,-3.09089,-7.82819e-16,2.14502e-17,1.66376e-16,-2.74434,7.45144,-0.837349,-0.0288881,-0.00418933,0.0108474,-2.51192,4.81074,-0.384306,0.0560971,0.0380944,-0.0977949,-2.05559,1.9542,0.107173,-0.00309306,0.00214012,-0.0640077,4.05996,12.2203,1.38865,1.55957e-16,-7.06288e-17,-1.21749e-15,-0.449005,5.35645,0.964064,0.00145529,-0.0136301,-0.00203802,-1.47992,3.67113,0.616454,-0.0642112,-0.0355146,-0.124711,-2.16398,1.67689,0.163454,-0.00579752,-0.00549473,-0.083591
3.22,-5.68434e-14,5.32907e-15,2.4869e-14,7.10543e-15,5.32907e-15,2.13163e-14,-505.375,-1232.04,191.957,1.40872e-14,3.84855e-15,-6.27888e-16,-474.534,-1756.68,-68.7542,-2.72668,9.40144,2.56043,-694.082,-2598.23,-45.0752,12.9611,1.08854,5.25542,-694.976,-2600.7,-44.2438,23.3799,0.40793,-105.262,152.657,-33.8066,79.8997,-0.722949,-1.23982,1.77426,192.912,-1589.44,-386.56,-4.04174e-14,-1.9996e-14,-2.50885e-14,205.853,-573.608,-49.2073,43.7446,0.220228,-1.62737,326.244,-381.804,-23.3501,29.751,-8.984,-2.82526,328.071,-381.511,-22.9393,30.5128,-6.54956,-31.9357,96.0237,-5.28076,-26.8918,-0.0641902,-1.30712,-0.642383,-107.239,409.405,-104.269,1.7491e-14,-9.54304e-15,-4.051e-13,-2.11872,3.98419,-2.62472,-2.65669e-15,-6.00506e-16,1.00553e-15,-0.72443,2.5331,0.266257,-0.100906,-0.0546102,0.0539888,-0.739494,1.81301,0.335263,-0.0492857,-0.0426032,0.0123215,-0.876383,0.73719,0.338761,-0.0173057,-0.00781353,-0.0222397,3.64564,13.393,-0.127399,-4.4975e-16,8.48755e-17,-1.97473e-15,0.290873,6.03234,1.36512,-0.0727348,-0.0262693,-0.00914828,-0.981621,4.13144,1.00821,-0.142594,-0.0476372,-0.140193,-1.78795,1.99898,0.409023,-0.0224219,-0.00673632,-0.0838078
3.26,0,1.42109e-13,4.9738e-14,-5.68434e-14,-3.55271e-15,2.13163e-14,-724.732,-1326.54,229.054,1.87351e-13,-4.60715e-14,1.40675e-14,-664.099,-1987.8,-80.7658,2.40846,11.0571,2.52221,-1005.47,-2811.6,-43.5028,8.51409,5.53498,4.05131,-1007.31,-2815.11,-41.6111,19.7305,3.64269,-118.328,152.122,-45.0119,82.269,-0.847712,-1.26313,1.78155,221.033,-2838.92,-758.24,-1.23182e-13,-9.84403e-14,-2.91453e-14,299.515,-874.273,-59.2005,93.1965,23.5164,-3.90645,1073.33,-919.552,-50.7119,62.6747,-3.98831,-6.40698,1073.76,-917.935,-48.4517,65.4402,4.08298,-88.7434,227.945,13.2205,-51.5528,0.226441,-3.4189,-1.32628,-61.5898,461.412,-249.762,-2.00637e-13,-5.47463e-15,-6.46267e-15,-1.42485,-3.07362,-3.23561,5.17372e-15,3.25634e-15,1.61713e-17,0.352984,0.078149,1.08077,-0.142872,-0.104317,0.091806,0.431367,0.466426,0.742211,-0.0769399,-0.101689,0.119247,0.0155616,0.318015,0.279664,-0.0115311,-0.0108534,0.016558,9.65702,29.8963,-1.26894,-4.33082e-15,1.77084e-15,1.90604e-16,1.57803,12.5493,2.80322,-0.234017,-0.0316489,-0.0173574,-0.816834,8.13862,2.18161,-0.376804,-0.0637362,-0.24307,-2.29069,3.50426,1.03766,-0.0683527,-0.0071906,-0.136929
3.3,0,1.98952e-13,1.7053e-13,2.84217e-14,0,1.42109e-14,-2518.34,-4177.05,2231.57,-4.69323e-15,4.06047e-14,6.2702e-14,-881.596,-2316.14,-92.1099,256.585,-41.8333,55.9195,-3594.93,-10406.1,418.906,151.846,-28.2882,57.9347,-3598.54,-10410.3,422.47,192.656,-62.6515,-459.386,1113.12,-709.112,626.471,-7.57424,-6.27257,5.35833,882.681,-2326.5,-1671.9,1.66218e-13,-1.47338e-13,1.89916e-14,269.781,-692.968,-81.7313,-115.171,-4.05746,9.64192,1391.21,-2302.98,-262.764,-90.6589,16.2389,6.09581,1393.25,-2302.39,-259.699,-89.4319,34.0915,-140.743,438.654,13.8049,-103.583,0.712869,3.18424,1.33675,177.791,590.674,-277.425,7.00354e-13,-3.19656e-13,2.07969e-13,0.859651,11.1732,-5.69303,-1.45309e-15,-1.45241e-15,-3.28258e-15,-2.25945,3.84882,0.568933,-0.0818916,-0.0617476,0.0560101,-1.62788,2.31477,0.586021,-0.0347784,-0.0349843,-0.0169017,-1.07449,0.517128,0.476308,-0.0193315,-0.00716148,-0.0338676,20.547,55.4728,-0.0705386,7.04437e-15,1.88401e-16,5.29755e-16,3.61306,24.5951,4.06884,-0.26747,-0.00436895,-0.0143083,0.169367,15.8628,3.14019,-0.584443,-0.0231925,-0.248825,-2.30444,6.79894,1.6546,-0.117515,0.00164994,-0.166315
3.38,-3.19744e-14,3.41061e-13,1.7053e-13,0,7.10543e-15,-1.24345e-14,-1537.76,-4498.5,1092.21,3.30236e-13,-1.68654e-13,1.23664e-13,-939.195,-1772.84,-58.2737,-166.868,43.5686,-8.85113,-1252.14,-4203.62,-118.288,-84.0149,32.8071,-25.1107,-1254.2,-4200.66,-115.225,-91.3609,42.4791,-282.461,257.106,-573.204,158.606,8.19309,3.32714,-2.81666,516.244,-3390.24,-1284.6,-2.12102e-13,-1.29036e-13,-6.94694e-14,479.662,-1454.18,53.2103,93.8361,19.1638,-1.45178,1324.86,-2337,78.8573,51.1649,-3.97544,-4.44918,1322.5,-2339.3,80.2902,70.3793,1.99616,-158.389,483.831,-123.195,-74.1617,-0.935432,-6.31634,-3.88205,-151.875,860.021,114.441,-7.32622e-13,9.76624e-14,-1.07319e-15,-2.45744,31.0631,-3.61188,3.49365e-15,-4.36604e-17,-9.59735e-16,-2.3315,8.18505,-1.73154,0.0148292,0.0460373,-0.0187297,-2.81198,3.91315,-0.346513,-0.0497389,0.0410826,-0.32273,-2.3768,-0.0895244,0.883822,-0.0656379,-0.016109,-0.151989,1.2341,11.9406,5.18264,-4.86673e-15,1.11062e-15,-6.91804e-16,1.67962,5.26663,-0.509816,0.427362,-0.0748238,0.0424058,0.885303,3.50589,-0.814803,0.3217,-0.0261057,0.0100433,-0.117663,1.54294,-0.848236,0.0751724,-0.0128865,-0.0264651
3.49,0,2.91323e-13,3.55271e-15,3.55271e-15,1.77636e-15,-1.06581e-14,-77.4398,-490.266,151.444,1.02887e-15,1.62763e-14,-6.56905e-14,75.9213,-341.525,12.7504,3.44418,-1.89122,0.60624,-226.172,-255.107,30.2206,3.38591,-4.30802,0.863792,-227.066,-254.631,29.5521,1.09616,-4.50062,-18.4983,13.8383,-65.7007,14.3567,-0.492815,-0.0536702,0.127789,108.085,-1018.85,-294.412,-6.01534e-14,-8.45846e-15,1.38422e-15,278.009,-1232.71,50.7557,-13.5763,1.83986,-1.73838,209.642,-1477.5,-70.1255,-28.1452,10.6036,-0.705601,209.881,-1479.21,-69.4165,-16.4082,15.9304,-76.075,172.9,-36.4062,-23.5371,0.398845,0.920813,0.834498,123.933,683.568,64.3006,-1.24363e-13,2.20847e-14,-1.24016e-13,3.1289,38.8276,-4.59854,6.22365e-15,1.24269e-15,-2.64169e-15,-4.44547,14.8126,-1.79085,0.0621765,0.0472499,-0.0340546,-4.57069,8.91655,-0.675474,0.143097,0.119072,-0.317779,-3.79244,2.98761,0.470668,-0.0141727,0.0123095,-0.155828,8.47541,30.5041,5.51926,-8.95802e-16,1.10699e-16,-9.68966e-16,1.10288,14.3819,1.51589,0.138348,-0.0134283,0.0348237,0.0578898,9.38025,0.802475,-0.0655952,-0.000789582,-0.0608941,-0.912782,4.11647,0.128779,-0.00150493,1.21338e-05,-0.0637694
3.55,-1.77636e-15,-1.42109e-14,0,5.32907e-15,-1.77636e-15,-4.44089e-15,-135.192,-590.066,175.012,3.67933e-14,1.61684e-15,4.39387e-15,12.8159,-143.732,-3.54275,-19.4446,8.30097,-0.126433,-91.6378,-485.725,-27.6195,-10.3736,8.07109,-2.13483,-92.6882,-485.872,-27.1369,-12.4612,10.1302,-30.9175,47.8119,-71.3677,17.1806,0.899497,0.579138,-0.455436,-43.4946,-1664.36,-540.212,2.72367e-14,4.03112e-15,1.21173e-15,-8.11719,-1125.8,6.23511,27.8458,7.92979,1.07808,84.0184,-1124.36,4.62916,1.73266,7.59391,-1.70708,83.9935,-1125.24,4.92557,9.35002,8.01145,-57.8205,7.0082,4.20072,1.32273,-0.0654818,6.25257e-05,0.30722,24.0149,467.537,10.9068,2.528e-16,7.38492e-15,-9.28125e-16,1.67372,19.0107,-2.56819,6.03214e-17,5.53619e-17,3.60003e-17,-1.60192,8.55331,-1.13185,0.0138203,0.0105289,-0.00728469,-1.77484,5.486,-0.572311,0.0976541,0.0398316,-0.121548,-1.65329,2.28861,0.0207447,0.00434756,0.00456813,-0.0665362,3.8947,21.2436,3.88929,5.39369e-17,-3.53628e-17,-3.54925e-18,-0.0432103,9.72669,1.40558,0.0528667,-0.00499937,0.0152065,-0.75635,6.31598,0.733634,-0.0653122,-0.00882403,-0.097338,-1.27497,2.68556,0.075444,0.000323951,0.000722612,-0.0670381
3.59,-6.21725e-15,-1.42109e-13,3.9968e-15,-5.32907e-15,1.33227e-15,6.21725e-15,9.55719,-94.5871,120.86,-5.7911e-14,-5.0578e-15,-5.29624e-15,29.2671,-74.6962,8.26041,5.91854,0.811616,0.9105,-29.762,-107.629,11.0379,7.51121,-0.856229,1.88935,-30.5269,-108.288,10.4102,7.34503,-1.41377,-4.00482,34.4037,-27.2218,12.9806,-0.152868,-0.111449,0.14237,-145.224,-1485.29,-403.97,1.32229e-14,-1.11899e-16,-7.72799e-16,-91.9585,-1235.68,5.32798,21.4662,7.00735,0.535941,-65.2834,-1286.48,-4.67774,-4.9579,9.9658,-1.12088,-64.788,-1286.89,-4.44038,0.247231,9.95773,-61.5454,16.0158,7.42864,-2.38159,-0.0907812,0.167584,0.728046,28.1109,445.996,-12.471,-2.86736e-15,5.33332e-16,-6.25126e-16,2.37001,18.9451,-3.22289,4.54167e-16,2.46334e-17,1.4402e-16,-0.996475,8.96507,-1.25044,-0.0179901,0.00279005,0.00620032,-1.23446,5.84068,-0.682685,0.0880005,0.0211502,-0.0868293,-1.2947,2.55754,-0.0912794,0.00557858,0.00158092,-0.0549774,3.56765,24.3472,4.25279,-2.41346e-16,4.74484e-17,-2.94869e-17,-0.871129,10.5493,1.92001,-0.00153223,-0.011422,-0.00273544,-1.52405,6.70148,1.04779,-0.110718,-0.0271219,-0.152174,-1.79424,2.67464,0.14985,-0.0045947,0.000549181,-0.0864727
3.63,0,-5.68434e-14,-1.06581e-14,-1.77636e-15,-2.27596e-15,1.77636e-15,38.9392,-97.0174,121.841,-2.82242e-15,6.26357e-15,1.16514e-15,27.8143,-84.3963,15.0731,4.82667,-3.06532,1.16122,-4.85896,-142.76,16.4354,9.50421,-5.29715,1.69357,-5.19457,-143.967,15.2331,9.89739,-6.17955,-5.74432,46.3084,-20.0182,17.4459,-0.184469,-0.241045,0.158326,-224.166,-1326.48,-352.835,1.83038e-14,-3.38257e-15,1.99719e-15,-174.923,-1272.01,2.54044,11.9057,5.66189,0.597472,-167.83,-1429.85,-13.8285,-16.1051,11.4472,1.35612,-166.693,-1430.49,-13.8962,-13.729,11.6834,-64.7319,63.4866,12.6988,-21.5904,-0.0756423,0.747473,2.14109,28.8825,429.882,-0.197657,3.66119e-14,-3.55263e-16,5.1003e-16,3.13246,19.3754,-3.00683,4.2522e-16,-2.88636e-17,-1.21251e-16,-0.315115,9.41916,-1.61454,0.0119112,0.00446272,-0.00494389,-0.739429,6.18963,-1.00674,0.130751,0.014964,-0.0828628,-1.001,2.81414,-0.341079,0.0176967,-6.21916e-05,-0.0509018,2.24737,21.6061,4.47184,-1.01981e-16,-1.24768e-17,-6.18965e-17,-1.48548,9.10528,1.75742,0.00937309,-0.00851367,0.00101145,-1.84012,5.71128,0.912453,-0.0791657,-0.0262956,-0.141485,-1.83391,2.17303,0.0614518,0.00162492,0.00215446,-0.0802203
3.66,1.42109e-14,8.52651e-14,3.55271e-14,1.55431e-14,4.21885e-15,-8.88178e-15,70.8924,-197.57,89.9217,-8.58143e-15,-3.10373e-15,-5.28953e-15,53.339,-157.56,8.82107,-1.92502,-0.920146,1.06172,15.989,-138.085,6.47775,-1.30655,-1.24748,-0.654549,16.1874,-139.564,6.16974,-0.852363,-1.52386,-7.57782,35.5676,-10.672,13.8432,-0.0494446,-0.0498219,-0.196153,-286.774,-1242.85,-311.456,1.68793e-15,4.13172e-16,9.38336e-15,-258.975,-1395.29,21.2251,10.4269,3.40767,1.15998,-281.391,-1668.29,-1.44284,-12.7725,9.73151,1.43647,-280.634,-1669.38,-1.86649,-11.4798,9.42927,-74.3834,97.4943,1.8716,-34.9076,0.127553,1.02891,2.38176,5.8079,422.292,13.1826,4.19606e-15,-5.08631e-16,-7.86713e-17,3.23006,19.3648,-2.6015,9.98572e-17,-8.19329e-18,2.02392e-16,0.300747,9.45939,-1.83239,0.0361805,0.00201548,-0.0123477,-0.292026,6.23586,-1.2055,0.158888,0.00479989,-0.0781498,-0.738424,2.88099,-0.504721,0.0260388,-0.00249293,-0.0473613,1.00132,18.1134,4.34334,9.70829e-17,-6.83244e-17,1.45494e-16,-1.62695,7.52877,1.43022,0.0332983,0.000395479,0.0107559,-1.8013,4.69306,0.682528,-0.039691,-0.0145741,-0.115376,-1.69492,1.71851,-0.0412917,0.00791052,0.004417,-0.0696866
3.7,-2.84217e-14,-3.2685e-13,2.62013e-14,-4.61853e-14,-9.76996e-15,7.10543e-15,351.019,-1137.19,254.205,-2.38839e-14,-9.74582e-15,-6.00989e-14,209.727,-560.36,32.3276,-14.9523,0.695775,-0.0780437,44.5634,-178.47,14.1803,-5.81332,2.30884,-1.00048,46.5138,-178.621,13.5727,-4.49553,1.96551,-9.4691,36.0436,-3.69819,16.3522,0.02961,0.198676,-0.376249,-420.246,-1371.76,-258.671,4.38377e-15,1.7419e-15,-1.3839e-14,-442.436,-1746.81,51.6385,15.7696,-1.8643,1.1096,-493.477,-2051.53,23.8124,-3.22098,4.69837,0.144827,-493.89,-2053.35,23.5156,-2.4236,3.36192,-92.1295,100.874,-18.0254,-35.8828,0.368099,1.02562,1.5244,-133.306,379.59,16.8238,-2.81601e-15,-1.07052e-14,-1.45011e-13,-0.135978,8.73908,-1.28115,-4.50731e-16,3.07139e-16,1.58568e-15,0.899733,4.53482,-0.90478,-0.0403643,0.00912719,0.0113669,0.326511,3.10704,-0.530709,0.0234374,-0.00410254,-0.0281929,-0.231691,1.55678,-0.148162,-0.000400483,-0.00168365,-0.0260067,-1.82019,8.75701,2.63474,-3.74137e-16,3.73812e-16,-2.07213e-15,-0.604866,3.73224,0.653167,0.0680558,0.0190908,0.0260478,-0.860946,2.33691,0.192726,0.0297284,0.0222675,-0.0556421,-1.02622,0.77477,-0.194383,0.0166163,0.00925048,-0.0443228
3.73,-2.84217e-14,-3.16192e-13,1.42109e-14,1.42109e-14,-2.84217e-14,1.42109e-14,1240.45,-1870.92,1460.67,1.11305e-13,8.61844e-14,6.40553e-15,614.651,-1607.43,21.3649,99.3044,14.8347,27.2107,981.696,-2059.16,113.457,84.2028,2.06892,22.4402,983.668,-2059.9,112.254,96.8656,1.60877,-88.8424,507.234,76.8479,228.615,-0.881739,-3.28114,1.92254,-583.192,-1976.98,-134.393,1.29481e-13,-5.72057e-14,-8.34296e-14,-636.006,-2075.93,37.6195,30.5154,-8.25909,-1.22789,-689.845,-2271.58,8.97731,-0.421609,3.51606,-0.373147,-689.992,-2271.28,9.59321,0.0399347,2.81976,-103.275,70.3842,-13.4549,-28.5734,0.321357,0.892944,1.29822,-216.201,441.856,-258.25,7.05645e-13,-9.12623e-14,3.84121e-13,-6.75857,-15.7626,-4.74298,1.51583e-16,9.99684e-17,3.30475e-15,-0.0799879,-5.95006,3.08639,-0.706693,0.141112,0.203034,0.452255,-3.47658,2.71012,-0.719816,0.0980233,0.213172,0.525833,-1.22764,2.01529,-0.161655,0.0351863,0.0495888,-2.89276,30.4316,2.59235,-8.33951e-15,-1.74727e-15,-3.522e-15,-2.7973,9.96001,3.56599,-0.178535,-0.108765,-0.0835989,-3.46087,5.44651,1.98009,-0.192016,-0.124445,-0.364195,-3.00093,1.27682,0.207769,-0.00694451,-8.90027e-05,-0.153166
