time,ground_pelvis_on_pelvis_in_ground_fx,ground_pelvis_on_pelvis_in_ground_fy,ground_pelvis_on_pelvis_in_ground_fz,ground_pelvis_on_pelvis_in_ground_mx,ground_pelvis_on_pelvis_in_ground_my,ground_pelvis_on_pelvis_in_ground_mz,hip_r_on_femur_r_in_ground_fx,hip_r_on_femur_r_in_ground_fy,hip_r_on_femur_r_in_ground_fz,hip_r_on_femur_r_in_ground_mx,hip_r_on_femur_r_in_ground_my,hip_r_on_femur_r_in_ground_mz,knee_r_on_tibia_r_in_ground_fx,knee_r_on_tibia_r_in_ground_fy,knee_r_on_tibia_r_in_ground_fz,knee_r_on_tibia_r_in_ground_mx,knee_r_on_tibia_r_in_ground_my,knee_r_on_tibia_r_in_ground_mz,ankle_r_on_talus_r_in_ground_fx,ankle_r_on_talus_r_in_ground_fy,ankle_r_on_talus_r_in_ground_fz,ankle_r_on_talus_r_in_ground_mx,ankle_r_on_talus_r_in_ground_my,ankle_r_on_talus_r_in_ground_mz,subtalar_r_on_calcn_r_in_ground_fx,subtalar_r_on_calcn_r_in_ground_fy,subtalar_r_on_calcn_r_in_ground_fz,subtalar_r_on_calcn_r_in_ground_mx,subtalar_r_on_calcn_r_in_ground_my,subtalar_r_on_calcn_r_in_ground_mz,mtp_r_on_toes_r_in_ground_fx,mtp_r_on_toes_r_in_ground_fy,mtp_r_on_toes_r_in_ground_fz,mtp_r_on_toes_r_in_ground_mx,mtp_r_on_toes_r_in_ground_my,mtp_r_on_toes_r_in_ground_mz,hip_l_on_femur_l_in_ground_fx,hip_l_on_femur_l_in_ground_fy,hip_l_on_femur_l_in_ground_fz,hip_l_on_femur_l_in_ground_mx,hip_l_on_femur_l_in_ground_my,hip_l_on_femur_l_in_ground_mz,knee_l_on_tibia_l_in_ground_fx,knee_l_on_tibia_l_in_ground_fy,knee_l_on_tibia_l_in_ground_fz,knee_l_on_tibia_l_in_ground_mx,knee_l_on_tibia_l_in_ground_my,knee_l_on_tibia_l_in_ground_mz,ankle_l_on_talus_l_in_ground_fx,ankle_l_on_talus_l_in_ground_fy,ankle_l_on_talus_l_in_ground_fz,ankle_l_on_talus_l_in_ground_mx,ankle_l_on_talus_l_in_ground_my,ankle_l_on_talus_l_in_ground_mz,subtalar_l_on_calcn_l_in_ground_fx,subtalar_l_on_calcn_l_in_ground_fy,subtalar_l_on_calcn_l_in_ground_fz,subtalar_l_on_calcn_l_in_ground_mx,subtalar_l_on_calcn_l_in_ground_my,subtalar_l_on_calcn_l_in_ground_mz,mtp_l_on_toes_l_in_ground_fx,mtp_l_on_toes_l_in_ground_fy,mtp_l_on_toes_l_in_ground_fz,mtp_l_on_toes_l_in_ground_mx,mtp_l_on_toes_l_in_ground_my,mtp_l_on_toes_l_in_ground_mz,back_on_torso_in_ground_fx,back_on_torso_in_ground_fy,back_on_torso_in_ground_fz,back_on_torso_in_ground_mx,back_on_torso_in_ground_my,back_on_torso_in_ground_mz,acromial_r_on_humerus_r_in_ground_fx,acromial_r_on_humerus_r_in_ground_fy,acromial_r_on_humerus_r_in_ground_fz,acromial_r_on_humerus_r_in_ground_mx,acromial_r_on_humerus_r_in_ground_my,acromial_r_on_humerus_r_in_ground_mz,elbow_r_on_ulna_r_in_ground_fx,elbow_r_on_ulna_r_in_ground_fy,elbow_r_on_ulna_r_in_ground_fz,elbow_r_on_ulna_r_in_ground_mx,elbow_r_on_ulna_r_in_ground_my,elbow_r_on_ulna_r_in_ground_mz,radioulnar_r_on_radius_r_in_ground_fx,radioulnar_r_on_radius_r_in_ground_fy,radioulnar_r_on_radius_r_in_ground_fz,radioulnar_r_on_radius_r_in_ground_mx,radioulnar_r_on_radius_r_in_ground_my,radioulnar_r_on_radius_r_in_ground_mz,radius_hand_r_on_hand_r_in_ground_fx,radius_hand_r_on_hand_r_in_ground_fy,radius_hand_r_on_hand_r_in_ground_fz,radius_hand_r_on_hand_r_in_ground_mx,radius_hand_r_on_hand_r_in_ground_my,radius_hand_r_on_hand_r_in_ground_mz,acromial_l_on_humerus_l_in_ground_fx,acromial_l_on_humerus_l_in_ground_fy,acromial_l_on_humerus_l_in_ground_fz,acromial_l_on_humerus_l_in_ground_mx,acromial_l_on_humerus_l_in_ground_my,acromial_l_on_humerus_l_in_ground_mz,elbow_l_on_ulna_l_in_ground_fx,elbow_l_on_ulna_l_in_ground_fy,elbow_l_on_ulna_l_in_ground_fz,elbow_l_on_ulna_l_in_ground_mx,elbow_l_on_ulna_l_in_ground_my,elbow_l_on_ulna_l_in_ground_mz,radioulnar_l_on_radius_l_in_ground_fx,radioulnar_l_on_radius_l_in_ground_fy,radioulnar_l_on_radius_l_in_ground_fz,radioulnar_l_on_radius_l_in_ground_mx,radioulnar_l_on_radius_l_in_ground_my,radioulnar_l_on_radius_l_in_ground_mz,radius_hand_l_on_hand_l_in_ground_fx,radius_hand_l_on_hand_l_in_ground_fy,radius_hand_l_on_hand_l_in_ground_fz,radius_hand_l_on_hand_l_in_ground_mx,radius_hand_l_on_hand_l_in_ground_my,radius_hand_l_on_hand_l_in_ground_mz
4.99,1.77636e-15,2.84217e-14,-2.84217e-14,7.10543e-15,1.77636e-15,-1.77636e-15,-53.1729,-2379.45,606.558,-1.4978e-13,-8.98001e-15,7.26228e-16,124.314,-1315.35,-49.3137,-38.2769,5.29578,0.984786,22.0387,-821.142,29.116,-3.17063,1.0817,-0.191463,22.5788,-821.501,29.1282,-5.43934,-0.298236,-38.903,18.6751,-0.443024,5.85834,0.0149964,-0.194682,0.257566,44.4179,-228.512,-263.694,2.5157e-13,-1.8192e-14,-1.29454e-14,30.0078,-248.145,-4.13603,-20.3449,-2.16409,0.828361,-424.755,-492.403,-43.6264,-17.873,-2.21929,4.33494,-425.241,-491.983,-42.8983,-13.2532,-2.9564,-32.8992,42.9422,-183.343,-32.9424,1.34927,0.178717,1.07885,-17.9223,500.07,47.1952,-1.27315e-14,2.07178e-14,3.4641e-14,0.731072,33.0834,-4.58832,-8.1173e-16,2.04261e-17,1.06532e-16,-1.0486,15.6869,-4.18122,0.15184,0.00317932,-0.0429096,-1.21233,10.1386,-2.89694,0.360817,0.0280457,-0.0974755,-1.18694,4.53767,-1.46604,0.0727416,-0.00379039,-0.0562123,1.93492,15.6415,3.82587,-1.72162e-15,1.5025e-16,6.08195e-16,-1.25722,5.88198,0.726874,0.06984,0.018106,0.0158562,-1.61885,3.58157,0.252826,0.00268236,0.00516695,-0.10995,-1.76488,1.06406,-0.145165,0.0111975,0.00494835,-0.0768505
5.03,-8.88178e-16,5.68434e-14,7.10543e-15,-1.77636e-15,3.55271e-15,-7.10543e-15,-118.437,-1347.59,298.486,1.81017e-14,-2.95286e-15,6.42103e-15,17.2302,-1092.24,-25.122,-6.18825,6.89454,0.730483,-52.0478,-1199.79,21.9783,20.2106,-0.250213,3.5944,-51.7493,-1200.44,21.9357,18.1798,-1.07231,-50.6582,130.816,-19.0391,39.0224,-0.250765,-0.876281,1.2263,121.308,-329.783,-323.598,-5.99193e-15,-1.26001e-15,1.23704e-14,14.4218,-213.659,-17.3963,-14.2719,3.05946,1.4027,-388.93,-659.469,-49.3684,-13.387,5.10757,2.99178,-389.836,-659.392,-48.0085,-9.31006,5.84217,-39.2203,83.3295,-147.972,-37.499,1.13536,0.407678,0.729938,-5.02179,427.28,-21.4209,7.7329e-16,8.078e-15,-1.61927e-14,-0.830297,24.211,-4.19216,2.19218e-16,4.66218e-17,-2.85636e-17,-1.98573,12.0083,-2.63007,0.0125928,0.00399954,-0.00455226,-1.76575,7.87321,-1.73764,0.180136,0.036473,-0.0641388,-1.42433,3.61199,-0.759028,0.0314973,0.00121853,-0.0471956,3.23232,17.8194,3.12974,1.45334e-16,-9.02351e-17,4.67113e-16,-1.10393,7.22631,1.09371,0.0359134,-0.000785396,0.00667698,-1.67144,4.51589,0.524648,-0.0405565,-0.0187709,-0.132136,-1.91443,1.62234,-0.0402084,0.00450322,0.000701698,-0.0840207
5.07,2.66454e-15,0,0,1.06581e-14,-1.77636e-15,1.06581e-14,-180.985,-1154.97,274.651,2.12913e-14,1.47895e-15,-6.15523e-16,-72.9718,-1096.56,-40.962,-7.33535,5.24971,0.604013,-132.865,-1380.91,-2.14287,10.9917,-0.830614,2.22627,-132.68,-1382.13,-1.59473,9.62658,-0.564324,-58.5117,107.341,-17.3284,34.3522,-0.25949,-0.734249,0.958113,-42.1597,-468.315,-129.083,1.05519e-13,1.33095e-14,-3.59499e-15,32.4876,-153.707,-8.30217,12.2528,-2.02093,0.273459,-8.46149,-324.594,-3.35903,6.45638,-1.45501,-1.38734,-9.34504,-325.561,-3.06023,7.86611,-1.31919,-20.1281,51.0887,-49.2015,-15.7471,-0.473771,-0.481166,-0.460265,32.0387,371.742,-71.4372,-1.27835e-13,1.97735e-14,-1.38134e-14,-1.02544,17.4058,-3.94102,6.97097e-16,1.51913e-16,-2.32596e-16,-2.55796,9.06178,-1.41706,-0.0657562,-0.0144868,0.0228262,-2.07726,6.06577,-0.865541,0.0694882,0.0248477,-0.0315746,-1.55552,2.86587,-0.274158,0.00684618,0.000879068,-0.0373243,5.33075,21.3736,2.45468,-9.59185e-16,8.57411e-17,-5.70641e-16,-0.694104,9.16555,1.55783,-0.0213769,-0.0175103,-0.0071336,-1.59149,5.8395,0.89207,-0.11529,-0.0410719,-0.16458,-2.02006,2.33507,0.138844,-0.00864495,-0.0035949,-0.0954699
5.11,0,-8.52651e-14,-2.66454e-15,-3.55271e-15,0,-5.32907e-15,-319.455,-1463.75,329.559,-1.51502e-14,-1.48322e-15,-3.39717e-15,-199.621,-1309.26,-59.484,-19.1397,4.2768,-0.101825,-235.506,-1491.68,-18.9628,1.00195,-1.70364,-0.105951,-235.256,-1492.83,-18.2483,0.89261,-0.81192,-63.4506,68.616,-2.88669,24.1862,-0.143122,-0.695498,1.10664,-60.2763,-456.243,-143.188,2.40961e-14,2.91551e-15,9.88586e-16,35.2854,-140.94,-12.0797,13.6267,-5.25773,0.222661,79.1374,-255.343,-2.08049,8.36159,-6.94395,-0.789166,79.1171,-256.959,-2.08903,9.43124,-6.5134,-16.292,58.449,-27.3304,-16.5736,-0.329005,-0.613143,-0.388582,21.4126,350.871,-48.1417,-8.688e-14,1.03512e-14,5.43372e-15,-1.13647,16.6457,-3.35259,6.8062e-16,7.25558e-17,-1.86277e-16,-3.1977,8.17453,-1.12999,-0.0054657,0.00366972,0.000821794,-2.7289,5.39596,-0.682224,0.0998021,0.0552651,-0.0868423,-2.06959,2.41674,-0.145639,0.00960464,0.00536927,-0.0557065,5.7026,20.3142,2.19274,-1.39315e-15,1.92361e-16,-8.22782e-17,0.172619,9.52964,1.46797,-0.0164127,-0.0126166,-0.00499355,-0.875729,6.29191,0.897583,-0.130916,-0.0262917,-0.133432,-1.58981,2.80862,0.240423,-0.015774,-0.00275634,-0.0836098
5.15,-1.42109e-14,-8.52651e-14,-3.55271e-14,2.59792e-14,-3.55271e-15,-1.42109e-14,-427.045,-1518.47,274.279,2.7e-14,-5.4555e-15,2.51659e-14,-375.128,-1643.62,-73.3934,-18.0899,7.2681,0.799442,-472.926,-2044.02,-51.8975,6.63958,-1.67574,1.65461,-473.314,-2045.27,-51.5104,8.14514,0.22882,-82.1009,89.9332,-10.6726,37.5989,-0.275529,-0.865858,1.1943,392.464,-780.121,-260.554,-3.29562e-16,-3.85168e-15,2.60828e-15,182.417,-511.973,-51.4345,1.01316,-0.0071572,3.15087,13.9768,-150.252,-12.0587,-2.12375,0.745253,0.24403,15.7441,-150.965,-11.6898,-1.91114,1.36917,-6.96907,29.7479,-5.161,-9.05281,0.0394985,0.0157723,-0.0266215,-125.612,382.364,-14.5863,-5.07572e-15,-2.07131e-14,-1.88209e-15,-2.79641,11.2433,-2.10144,1.53988e-16,1.84384e-17,-2.82689e-16,-2.04973,5.31269,-0.629122,-0.0207329,-0.00114079,0.0083516,-2.03164,3.41629,-0.221711,0.0295383,0.0289166,-0.094596,-1.79053,1.31475,0.220281,-0.00959719,-0.000393931,-0.0588505,0.445322,6.86555,1.09738,-6.39746e-16,-4.46251e-17,-2.59508e-17,0.741758,3.93285,0.439308,0.0469178,-0.00760527,0.00800689,0.110813,2.84302,0.229918,-0.0133817,0.000772991,-0.0390969,-0.527103,1.54831,0.0330996,0.00078812,-8.0966e-05,-0.0355933
5.19,0,1.49214e-13,3.19744e-14,0,0,-2.84217e-14,-497.911,-1135.49,261.358,-2.59144e-15,6.01641e-15,-3.16708e-14,-527.417,-1804.86,-85.4673,-2.26744,7.97879,3.06389,-803.529,-2710.57,-85.8971,12.63,-0.380345,4.22209,-805.12,-2714.14,-84.9473,16.666,2.06636,-107.118,149.965,-34.3401,67.094,-0.593268,-1.14083,1.40761,153.693,-2704.43,-664.004,-1.80672e-14,-5.51844e-15,-6.95116e-15,282.226,-775.332,-75.1138,85.8899,5.95485,-5.88835,789.563,-748.527,-64.3741,55.6277,-16.6653,-5.09928,791.313,-747.13,-62.6768,56.0175,-10.7098,-68.5331,181.172,5.89009,-50.9388,0.0199717,-2.62199,-1.00607,-143.559,412.072,-213.14,-2.79732e-14,8.58524e-15,1.74989e-13,-2.00255,-7.25487,-1.94026,1.88991e-15,7.90109e-17,-1.55065e-17,1.20357,-1.04726,1.0417,-0.157756,-0.114709,0.102156,0.991961,-0.126913,0.732409,-0.101027,-0.12323,0.145987,0.256131,0.226116,0.308989,-0.0160823,-0.0156824,0.0267732,3.78572,17.1287,-2.03181,7.33065e-16,-1.139e-15,-1.6104e-15,1.91305,7.61853,1.99079,-0.274965,0.0256992,-0.0463454,0.341557,5.07794,1.589,-0.352108,0.0157019,-0.15268,-0.749915,2.38846,0.892544,-0.0690857,0.00831243,-0.0725122
5.23,-5.68434e-14,-5.68434e-14,2.4869e-14,0,-7.10543e-15,1.42109e-14,-730.816,-1449.23,186.745,9.06131e-14,-1.89715e-14,5.51998e-15,-737.983,-2042.12,-90.1546,-2.72515,10.8864,1.88449,-1096.36,-2814.77,-63.2013,9.18823,2.28416,3.5457,-1097.76,-2817.67,-61.5394,14.0977,3.25838,-114.828,152.077,-39.7276,73.0702,-0.731379,-1.28719,1.90693,421.8,-2003.57,-558.338,-8.37026e-14,-1.40778e-14,-3.54952e-14,306.568,-806.578,-72.6771,47.1908,28.1971,-1.27568,812.471,-687.415,-36.2891,22.9287,7.94017,-4.46563,813.097,-686.229,-33.5588,24.5663,13.6069,-66.3057,181.823,15.264,-39.9086,0.349507,-2.77865,-1.17182,-89.8079,478.874,-185.695,-5.30715e-13,4.57398e-14,1.33854e-13,-2.3935,3.41414,-2.97553,3.15598e-15,2.10506e-15,-1.79873e-17,-0.314216,1.65632,0.484817,-0.101346,-0.0807956,0.0705425,-0.260404,1.13004,0.501399,-0.0610712,-0.0787882,0.0355565,-0.41598,0.23435,0.388183,-0.0197179,-0.0133591,-0.0137442,7.02491,23.6769,-0.797683,-1.42918e-15,1.14299e-15,0,3.00702,10.405,2.10321,-0.216973,0.0362564,-0.0347312,1.08412,6.81912,1.60613,-0.339256,0.0452401,-0.132324,-0.446558,3.06993,0.880098,-0.066796,0.0138271,-0.071799
5.26,1.42109e-14,-1.7053e-13,0,-5.68434e-14,-2.84217e-14,-7.10543e-15,-2124.91,-3932.2,2146.28,1.43778e-13,1.19048e-13,1.06866e-13,-981.669,-2596.07,-147.589,262.862,-45.1233,42.5268,-3454.26,-10492.8,264.842,163.256,-41.6642,52.446,-3457.44,-10497.3,267.822,182.068,-60.0735,-450.944,1174.75,-650.279,571.651,-6.9202,-6.55703,5.70469,953.738,-2567.32,-1988.78,-6.07467e-14,-9.02879e-14,-9.36862e-14,284.765,-686.56,-91.0498,-124.776,-3.36677,12.0878,1428.62,-2367.9,-280.5,-102.789,17.4332,9.1833,1430.65,-2367.98,-276.829,-104.144,34.7877,-140.505,518.413,30.815,-137.744,0.847705,3.36022,1.74106,180.561,567.172,-297.745,9.49293e-13,-1.28335e-13,4.26775e-13,0.588169,9.65632,-5.0563,5.59771e-15,1.85012e-15,-4.20557e-15,-2.35445,3.276,0.718853,-0.0726747,-0.0644331,0.0538259,-1.61055,2.01541,0.632616,-0.0265726,-0.0327181,-0.000188712,-0.961009,0.509564,0.440412,-0.0149222,-0.00622325,-0.0234367,21.7018,55.7923,-0.310382,1.87595e-15,4.47858e-16,4.68042e-16,6.80968,25.0936,4.50758,-0.423525,0.0954481,-0.0654032,2.97536,16.2091,3.46148,-0.737263,0.127801,-0.196874,-0.179635,7.10291,1.98325,-0.149868,0.0372088,-0.116487
5.33,-2.4869e-14,2.27374e-13,-1.35003e-13,2.84217e-14,-1.06581e-14,6.39488e-14,-1646.6,-5351.14,1265.68,-4.24079e-13,1.18448e-13,-1.76676e-13,-1199.59,-2262.23,-81.1125,-185.088,43.6278,-3.7736,-1024.32,-4611.2,-149.675,-93.3509,37.5905,-24.4,-1025.32,-4608.11,-145.652,-107.628,50.0602,-300.502,305.625,-480.152,144.515,6.76819,3.66779,-2.22654,514.095,-2239.56,-1041.85,-2.17296e-13,-1.54278e-13,7.8784e-15,381.681,-1094.12,41.3792,54.1283,15.1716,-2.17084,948.181,-1704.69,33.294,28.6901,1.91905,-3.61434,946.366,-1707.52,34.3892,40.9116,6.83924,-114.708,359.561,-81.0762,-57.5788,-0.465634,-4.28908,-3.01768,-192.904,694.302,212.709,3.85688e-13,-3.04206e-14,2.36143e-14,-4.64182,32.6309,-2.00155,2.91708e-15,-1.13728e-15,1.01674e-15,-2.80978,8.29004,-1.96395,0.0402185,0.0750292,-0.0406455,-3.1289,3.71879,-0.397559,-0.0634647,0.0630166,-0.365014,-2.36796,-0.365046,0.990557,-0.0748068,-0.0183227,-0.160677,-5.0113,-7.03367,6.43484,-2.42799e-15,1.65752e-15,-2.57939e-15,-0.204599,-2.98735,-2.23779,0.657473,-0.17479,0.0986469,0.207209,-1.76911,-2.20793,0.646177,-0.124285,0.106207,0.166382,-0.695916,-1.75119,0.144108,-0.0393883,0.0206518
5.46,0,7.10543e-15,-1.24345e-14,-7.10543e-15,-6.21725e-15,3.55271e-15,-95.3697,-755.278,143.815,5.37348e-15,-5.56282e-15,2.92783e-14,53.2962,-384.643,9.20115,-13.4574,2.84224,0.0598749,-114.903,-215.582,-7.06955,-7.1582,-3.30296,-2.02178,-115.784,-215.05,-7.4832,-7.89202,-2.38043,-16.3039,17.2611,-74.479,13.9035,0.392843,0.0776402,-0.353368,138.894,-1162.43,-398.581,-4.04806e-14,9.27357e-15,1.59036e-14,198.694,-1122.25,25.8605,-3.20027,4.41231,-0.870137,123.88,-1060.71,-60.0197,-20.2779,11.0956,-0.721718,123.728,-1062.34,-59.4204,-12.8572,15.0984,-54.3264,115.259,-27.7648,-16.3647,0.330045,0.563528,0.393021,70.316,571.233,51.3327,8.24205e-14,-2.81951e-14,-1.35541e-15,1.63696,31.4835,-3.43008,5.06482e-16,9.05111e-17,3.85105e-16,-3.94478,12.3392,-1.32987,0.0607785,0.044477,-0.0354344,-3.97384,7.50629,-0.44612,0.125612,0.11007,-0.269069,-3.24759,2.62142,0.471362,-0.0117783,0.0121904,-0.12905,6.11311,25.2935,6.1583,1.64974e-15,-9.74335e-17,4.7616e-16,0.790246,12.5056,2.08498,0.135592,-0.012452,0.0297486,-0.0603723,8.26781,1.20351,-0.0492697,0.00180163,-0.0471651,-0.867793,3.75605,0.350998,-0.00062098,0.00376366,-0.0556951
5.51,-3.55271e-15,2.84217e-14,0,-5.32907e-15,1.77636e-15,6.21725e-15,-98.2092,-733.255,178.511,7.33553e-15,-2.81148e-15,-3.85862e-15,62.9229,-251.966,-3.53606,-19.9833,8.5143,-0.866728,-86.7339,-420.513,-27.3414,-13.2369,8.68589,-3.39012,-88.081,-420.48,-26.8639,-13.9898,10.4982,-28.3348,48.9754,-77.8633,19.7944,0.978773,0.64419,-0.555457,4.75657,-1518.78,-520.481,-2.98488e-14,-7.59282e-15,-1.67575e-15,13.3287,-1051.96,17.3127,25.0902,7.15759,0.361336,60.6494,-862.926,-30.1607,7.48641,8.87082,-2.48816,60.6963,-863.897,-30.3654,12.5891,10.737,-45.6023,7.16594,11.7272,-0.248527,-0.20121,0.0825473,0.724172,29.8381,457.84,9.95577,-3.91895e-14,1.48009e-14,-1.67817e-14,1.30213,20.3197,-2.6798,-1.71463e-17,-4.98811e-17,2.4145e-16,-2.10854,9.34894,-1.17214,0.0245749,0.0142492,-0.0129133,-2.17142,6.0398,-0.594893,0.116384,0.0522002,-0.136081,-1.91065,2.58281,0.0367551,0.00620841,0.00612864,-0.0723028,3.43254,21.4926,4.93533,-1.28432e-16,-6.41079e-17,-1.20431e-17,-0.539678,10.4548,2.20755,0.0401129,-0.00485711,0.00913141,-1.08918,6.87987,1.32508,-0.0981802,-0.0117064,-0.0930159,-1.44164,3.07377,0.414503,-0.00960263,0.00404605,-0.0665926
5.55,3.55271e-15,0,-7.99361e-15,0,-8.88178e-16,-8.88178e-15,-4.72998,-76.0264,122.946,2.90626e-15,6.01129e-15,-1.52838e-15,9.97607,-66.0366,9.28973,6.48138,0.614299,1.27081,-82.9163,-304.909,7.70806,4.52249,-0.171861,1.38941,-83.4132,-305.705,7.20977,4.65398,-0.607344,-15.3332,56.1082,-42.1081,22.7268,-0.455267,-0.471354,0.331609,-119.35,-1532.85,-454.994,-2.29505e-14,5.85519e-16,6.23721e-17,-85.6329,-1197.05,-11.0839,23.3971,8.082,0.593203,-81.678,-1193.03,-16.3175,-4.87427,11.532,-1.40556,-81.3446,-1193.46,-16.0614,0.613154,11.9513,-56.284,9.07216,6.80939,-0.607297,-0.0945614,0.0500332,0.548987,22.162,428.38,-19.6463,6.62158e-16,9.03545e-16,-1.01025e-15,1.74291,19.4955,-3.37048,3.41711e-16,-3.65155e-18,8.27531e-17,-1.30406,9.52895,-1.33392,-0.0174653,0.00243812,0.00641463,-1.43867,6.26896,-0.744336,0.0986283,0.0250245,-0.0876169,-1.40915,2.82978,-0.116232,0.00708153,0.00172546,-0.0558195,2.55903,24.2421,5.19232,-1.31088e-15,-1.11478e-16,-2.56085e-16,-1.67215,10.9599,2.68461,-0.0143911,-0.0139816,-0.00742787,-2.09356,7.04194,1.61325,-0.140365,-0.0352636,-0.151097,-2.12136,2.94618,0.465488,-0.0145391,0.00329628,-0.0883346
5.59,0,1.42109e-13,-7.10543e-15,8.88178e-16,-1.33227e-15,-1.06581e-14,20.0618,-149.143,133.493,-3.28586e-15,5.05822e-16,-1.33386e-15,21.1762,-151.78,20.5186,3.77443,-3.29837,1.79724,-18.2711,-330.97,16.6436,7.63851,-5.88064,1.34657,-18.3344,-332.535,15.4402,8.71463,-6.78763,-15.5107,50.2508,-22.2328,21.1744,-0.251843,-0.388259,0.0903271,-196.508,-1216.47,-353.97,2.08527e-14,-2.35507e-15,4.38335e-16,-187.979,-1355.86,-7.90775,9.25372,7.32951,1.68855,-260.177,-1624.04,-20.1842,-14.5786,13.7636,0.490686,-259.794,-1624.94,-20.1992,-10.1522,13.9679,-70.8659,77.3125,-8.17675,-21.1803,0.126721,0.513564,1.15687,36.4818,438.629,18.727,1.23962e-14,1.10693e-15,2.1689e-14,3.08702,24.7936,-3.22616,-7.50419e-17,9.77115e-17,7.17204e-17,-0.662549,11.9614,-2.34203,0.079834,0.00685955,-0.0302866,-1.08325,7.8303,-1.55907,0.228534,0.0257961,-0.12119,-1.26285,3.56081,-0.656679,0.0375578,-0.000235901,-0.0638818,1.50383,20.4124,5.49171,-2.0667e-16,-1.02439e-16,3.0958e-17,-2.33499,8.90228,2.05861,0.031775,-0.000560984,0.00786247,-2.40821,5.6615,1.13536,-0.069341,-0.0243138,-0.125992,-2.16959,2.23156,0.190359,6.39134e-05,0.00554874,-0.0795446
5.63,2.84217e-14,-5.68434e-14,1.77636e-14,1.42109e-14,-3.9968e-15,-2.84217e-14,183.104,-818.653,208.685,9.80654e-14,3.06477e-14,6.6877e-15,138.606,-395.773,43.3702,-14.3812,0.0213871,0.188692,37.1061,-178.498,19.2644,-2.99539,0.245859,-0.89057,38.6851,-179.495,18.377,-1.60352,-0.45597,-10.2269,31.8804,-7.06871,14.9744,0.0934331,0.271437,-0.21491,-317.087,-1272.02,-364.157,-1.52159e-15,-2.32893e-15,-1.48836e-14,-341.296,-1602.2,5.21052,12.8209,2.70638,2.51331,-442.878,-2028.54,-9.6679,-10.2961,10.3521,0.776189,-443.355,-2030.18,-9.75114,-7.02577,10.0443,-87.1582,85.5389,-12.925,-26.965,0.225104,0.696098,1.13102,-83.83,391.516,31.4114,4.61502e-14,-9.78162e-15,2.05146e-15,0.701686,13.5211,-1.44731,-4.37894e-16,5.24984e-17,1.48367e-17,0.429247,6.85407,-1.59264,0.0500044,-0.000184227,-0.0163064,-0.0760492,4.58433,-1.09885,0.14163,-0.00137251,-0.0613573,-0.498094,2.20233,-0.523562,0.025154,-0.00391391,-0.036265,-1.15726,9.51023,3.23131,7.66071e-16,-5.63607e-17,3.86983e-16,-1.12273,4.22508,0.846589,0.0600875,0.0180802,0.0208352,-1.28311,2.71046,0.356727,0.00981753,0.0128722,-0.0620775,-1.32892,0.985662,-0.0927866,0.0112927,0.00885014,-0.0490122
5.67,1.13687e-13,-5.7554e-13,-7.10543e-15,0,1.77636e-14,2.84217e-14,1200.59,-1712.08,1267.2,1.79398e-13,1.32636e-14,3.55908e-14,576.525,-1610.73,83.0126,73.8991,8.68194,24.5727,1014.92,-2545.54,211.319,61.3138,-3.783,17.9126,1016.8,-2545.84,209.535,82.7392,-6.90789,-119.194,310.608,10.7446,145.377,-0.848275,-1.70677,1.20529,-518.225,-1839.51,-238.504,1.42168e-13,-2.74198e-15,-8.11897e-14,-554.762,-1940.31,-2.25078,32.1389,-6.42954,0.498579,-665.111,-2255.3,-13.6236,-2.36391,5.76525,-0.190584,-665.674,-2255.44,-12.8723,-0.0913929,5.56249,-97.7703,52.8274,-4.31445,-20.4849,0.164692,0.69049,1.0762,-270.79,452.361,-226.898,-4.09056e-13,1.34476e-14,7.6131e-13,-6.81658,-18.7451,-3.59019,5.30198e-15,-1.20503e-15,-2.82274e-15,0.356215,-7.13828,3.3272,-0.690787,0.106265,0.193965,0.601491,-4.18649,2.84831,-0.724249,0.0636144,0.187829,0.479684,-1.50946,2.08568,-0.164627,0.0274352,0.0417777,-3.83246,22.6193,1.91001,1.15331e-15,-5.92764e-16,-1.50586e-15,-1.713,6.7729,2.8895,-0.117981,-0.0903016,-0.0580822,-2.49819,3.48637,1.53786,-0.110346,-0.0828467,-0.298711,-2.34744,0.52428,0.0278455,0.00469273,0.00818033,-0.128687
