time,p_x,p_y,p_z,f_x,f_y,f_z,tau_x,tau_y,tau_z
4.24,-0.249314,-0.0219363,2.7035,88.7508,668.265,-49.9248,0,-13.6089,0
4.28,-0.298994,-0.0219119,2.696,134.183,660.718,-47.6192,0,-15.9977,0
4.34,-0.315909,-0.0209106,2.31132,97.9137,338.746,-20.587,0,-5.2392,0
4.39,-0.121316,-0.00902848,0.8155,23.2941,57.0641,-1.69171,0,0.896821,0
4.49,0.014841,0.00114209,-0.0934252,-0.501988,3.0701,-0.70248,0,-0.55438,0
4.55,-0.0122083,-0.000664329,0.0804729,3.07707,5.83765,-0.148094,0,0.0335024,0
4.59,-0.00120524,-0.000210443,0.00247722,-1.33968,-5.2433,0.499972,0,0.27085,0
4.63,0.00581136,0.000323434,-0.0408193,-1.50893,-3.41395,0.133485,0,-0.00268714,0
4.66,0.00255067,0.000225947,-0.0168235,0.166396,1.11949,-0.166803,0,-0.132564,0
4.7,-0.0180514,0.00296667,-0.41192,-1.9004,-12.3597,-1.98595,0,0.76513,0
4.73,-0.010397,-0.00112375,-0.078386,6.80444,-38.4475,-1.38303,0,0.219296,0
4.77,0.0449669,-0.0103573,0.940423,11.9762,41.2983,11.0146,0,-2.2348,0
4.82,0.123585,-0.0207555,2.32203,-57.2243,350.067,13.2895,0,-5.40908,0
4.92,0.0866836,-0.0215615,2.64752,-112.249,683.86,-51.1064,0,-0.464321,0
4.99,-0.00137126,-0.0218908,2.62784,-27.8448,519.218,-45.9618,0,-2.89864,0
5.03,-0.0351466,-0.022245,2.69562,-8.14234,453.386,-39.2571,0,-4.46929,0
5.07,-0.0672813,-0.0219591,2.6806,-5.9648,431.791,-39.1657,0,-4.53005,0
5.11,-0.0998901,-0.0217745,2.65605,3.21979,456.844,-41.719,0,-5.34051,0
5.15,-0.137354,-0.0219034,2.67035,29.0931,526.331,-40.698,0,-8.26714,0
5.19,-0.182484,-0.0219921,2.68763,60.3365,616.871,-42.5038,0,-10.7943,0
5.23,-0.239454,-0.0219507,2.68701,110.54,679.501,-47.9824,0,-14.144,0
5.26,-0.335865,-0.0219161,3.11208,143.54,647.652,-45.1833,0,-11.319,0
5.33,-0.210948,-0.0188404,1.71316,70.1623,208.567,-13.0302,0,-0.329129,0
5.46,0.0115658,0.00141436,-0.0925106,-0.746003,3.66661,-0.706809,0,-0.64895,0
5.51,-0.0109754,-0.000350342,0.0811287,4.24313,9.05013,-0.578276,0,-0.0711727,0
5.55,-0.0033662,-0.000559519,0.0253309,-0.399259,-3.8558,0.478204,0,0.316692,0
5.59,0.00503235,0.000141667,-0.0394955,-2.03306,-4.88932,0.339135,0,0.0559317,0
5.63,0.00189806,0.000296288,-0.0166318,0.119444,1.28848,-0.173819,0,-0.149515,0
5.67,-0.0287397,0.000717319,-0.356478,3.43089,-32.4205,-1.55483,0,-0.250895,0
5.72,0.0485096,-0.0104765,0.653905,7.66332,22.0464,6.51071,0,-0.161534,0
5.8,0.198917,-0.0231986,2.67824,-115.629,508.506,-19.8368,0,7.24158,0
5.99,-0.00165972,-0.0222082,2.73474,-11.0107,456.405,-50.2951,0,-1.67879,0
6.08,-0.0769608,-0.0218211,2.69146,12.1389,468.201,-49.2116,0,-4.55824,0
6.12,-0.108906,-0.0219684,2.71188,39.8316,554.219,-54.4309,0,-8.38849,0
6.15,-0.140729,-0.0219892,2.72363,64.0832,634.64,-59.7996,0,-12.1991,0
6.2,-0.210355,-0.0219245,2.7213,125.145,696.176,-59.2227,0,-21.9096,0
6.25,-0.283907,-0.0240314,2.80075,122.972,473.674,-34.7854,0,-14.5322,0
6.34,-0.0384972,-0.00450142,0.323198,2.64501,-6.87542,1.41172,0,1.78295,0
6.39,0.021295,0.00135433,-0.186023,-7.78046,-16.0925,0.634465,0,0.558466,0
6.45,-0.00497152,-3.52915e-05,0.0434731,4.29624,12.3609,-0.814286,0,-0.765621,0
6.51,-0.00344671,-0.000400211,0.0257885,-0.542551,-4.47994,0.467033,0,0.377227,0
6.55,0.00439127,0.000259582,-0.0399138,-1.89082,-4.41592,0.225671,0,0.187645,0
6.58,0.0031405,0.000296288,-0.0277889,-0.344902,0.422509,-0.120011,0,-0.121239,0
6.62,-0.0320025,0.00208688,-0.359245,1.14335,-24.3026,-2.75095,0,0.112632,0
6.67,0.0466104,-0.00794482,0.659142,10.8512,11.9855,7.43713,0,-0.194257,0
6.71,0.156192,-0.0173539,1.83932,-26.5972,216.748,15.289,0,-1.23097,0
6.86,0.120097,-0.0212552,2.58826,-88.6241,611.222,-60.9828,0,5.4419,0
6.94,0.0680328,-0.022245,2.71074,-24.7026,461.33,-41.2004,0,-0.447462,0
7.01,0.0107943,-0.0217829,2.67215,-13.0015,450.648,-46.5874,0,-3.2117,0
7.05,-0.0313323,-0.0218616,2.67514,13.9129,510.267,-45.5061,0,-6.66652,0
7.09,-0.0780418,-0.0219857,2.69326,47.6506,590.933,-42.6866,0,-10.6187,0
7.14,-0.149164,-0.0219507,2.69503,104.811,664.285,-49.4953,0,-17.1286,0
7.17,-0.236727,-0.0219161,3.12484,135.212,637.043,-48.5462,0,-15.0538,0
7.29,-0.03406,-0.00665859,0.321045,4.2453,1.48741,1.21061,0,1.87304,0
7.43,-0.0085212,-0.000563869,0.080519,3.15171,6.17938,-0.46687,0,0.0293437,0
7.48,0.0013125,-0.000210443,-0.0175046,-1.73725,-5.92828,0.659151,0,0.288881,0
7.53,0.00272143,0.000333128,-0.0276334,-0.448387,-0.358993,-0.0449666,0,-0.140688,0
7.56,-0.000504963,0.00367525,0.00406478,0.828661,2.41326,-0.26114,0,-0.142369,0
7.6,-0.0252585,-0.0011303,-0.241139,6.73559,-39.7091,-1.83152,0,-0.051511,0
7.71,0.234343,-0.0227385,2.51412,-93.6413,430.873,-4.28945,0,0.801641,0
7.77,0.21612,-0.0222637,2.79927,-140.709,666.744,-50.9507,0,5.67507,0
7.83,0.116615,-0.0213524,2.58472,-69.3912,593.374,-62.8862,0,2.7516,0
7.9,0.0579636,-0.022245,2.69997,-7.79607,457.985,-48.763,0,-2.21384,0
7.95,0.0183898,-0.0218793,2.69129,-7.05638,440.598,-47.6637,0,-3.97481,0
8,-0.0335229,-0.0218211,2.66563,1.59225,480.423,-50.7321,0,-5.31157,0
8.03,-0.0635167,-0.0219404,2.67992,18.8004,535.39,-53.0807,0,-6.72144,0
8.06,-0.0939272,-0.0219921,2.69464,41.6288,601.554,-56.9924,0,-8.70585,0
8.1,-0.141913,-0.0219507,2.6963,87.2329,678.673,-61.5793,0,-13.6093,0
8.14,-0.232756,-0.0219119,3.12006,128.837,644.036,-51.2444,0,-11.8107,0
8.21,-0.154435,-0.0165272,1.71798,60.9349,199.586,-11.0732,0,-0.0787662,0
8.32,0.0165709,0.0015082,-0.172711,-5.00632,-9.32179,-0.100691,0,-0.485195,0
8.37,-0.00435952,-3.52915e-05,0.0431518,3.97961,12.2314,-0.847834,0,-0.510125,0
8.42,-0.00502712,-0.000559519,0.0487525,0.466057,-1.67099,0.437067,0,0.392226,0
8.45,0.00145227,-2.11239e-05,-0.017473,-1.76472,-6.05968,0.462982,0,0.265993,0
8.48,0.00376967,0.000323434,-0.0407133,-1.35215,-3.03644,0.0613093,0,-0.0602696,0
8.52,0.00038457,0.00367525,-0.00567556,0.589449,2.19485,-0.212077,0,-0.169662,0
8.56,-0.0239971,-0.0011303,-0.239488,5.74668,-33.8224,-0.922702,0,0.000791846,0
8.64,0.158711,-0.0192105,1.83369,-35.0814,209.252,7.22418,0,-0.0804119,0
8.75,0.153645,-0.0215615,2.70712,-120.713,649.909,-57.3144,0,4.59598,0
8.83,0.0315879,-0.0220536,2.64521,-24.7883,528.781,-52.4277,0,0.389824,0
8.88,-0.0138812,-0.0221378,2.71469,0.0673059,450.772,-46.2637,0,-1.176,0
8.91,-0.0394665,-0.0218793,2.69281,7.30832,426.065,-46.2421,0,-1.48566,0
8.96,-0.0779614,-0.0218211,2.66746,20.9944,441.077,-48.9776,0,-3.7612,0
9,-0.104669,-0.0219684,2.69127,38.2573,511.734,-53.3462,0,-7.23771,0
9.04,-0.143695,-0.0219796,2.70709,63.9709,620.177,-57.2861,0,-12.303,0
9.08,-0.194572,-0.0219245,2.70485,111.644,699.636,-57.4806,0,-17.7816,0
9.19,-0.163173,-0.0140578,1.4143,48.0091,136.332,-8.0243,0,-0.211754,0
9.3,0.0173956,0.00141436,-0.139964,-2.37364,0.134261,-0.263324,0,-0.614831,0
9.36,-0.0097076,-0.000563869,0.0815932,3.81625,7.89823,-0.372187,0,-0.0951943,0
9.4,-0.00390637,-0.000400211,0.0257157,-0.758484,-4.93876,0.392898,0,0.366816,0
9.44,0.00437677,0.000259582,-0.0397096,-1.85429,-4.40044,0.239541,0,0.0656236,0
9.47,0.00336128,0.000296288,-0.0276608,-0.256195,0.650697,-0.0779122,0,-0.15623,0
9.51,-0.0292035,0.000717319,-0.358118,1.0699,-24.2044,-2.72372,0,0.062582,0
9.6,0.149013,-0.0192277,1.83342,-26.0095,198.191,12.8148,0,-0.535502,0
