time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
1.52,0.0637066,-0.00302449,0.0142247,-0.0351169,0.86566,2.60547,0.302526,-0.00530191,-0.16702,-0.287072,-0.0648051,-2.82282e-07,0,-0.248165,-0.0159147,-0.0271524,-0.381517,0.0985424,-2.55316e-07,0,-0.144791,0.0046421,-0.113319,-0.0667462,-0.197168,0.191142,0.0443791,1.32284,1.49598e-07,1.13952e-08,0.1731,-0.320784,3.01508,-0.757855,-1.03739,5.24844e-07,-2.35013e-07
1.57,0.0794687,-0.0483327,0.0370976,-0.0288709,0.870693,2.6147,0.241253,0.0489722,-0.194652,-0.305356,-0.030665,-3.8367e-07,0,-0.15726,-0.0775412,0.011732,-0.638592,-0.0537513,-1.12875e-07,0,-0.154367,0.0516635,-0.123529,-0.0210704,-0.180738,0.198213,0.0450563,1.35146,-6.72824e-08,3.90898e-08,0.0999574,-0.309395,3.02202,-0.797388,-1.08564,2.00347e-07,7.56481e-09
1.63,0.0907854,-0.0739383,0.0581545,-0.0273413,0.876728,2.62419,0.153183,0.0902315,-0.201837,-0.281908,0.0145861,-4.67012e-07,0,0.0130448,-0.115896,0.0219188,-0.956389,-0.212373,-5.21649e-07,0,-0.166651,0.0758294,-0.126908,0.070135,-0.155253,0.210741,0.0762433,1.38316,1.21919e-07,3.43792e-07,0.021777,-0.289,3.02708,-0.780573,-1.13212,9.57853e-08,3.78345e-07
1.73,0.0664422,-0.083856,0.103195,-0.0344865,0.880685,2.63248,0.0529934,0.123191,-0.248706,-0.219087,0.0748911,-2.25272e-07,0,0.307143,-0.106169,0.0583919,-1.11614,-0.0234315,-7.3663e-07,0,-0.148469,0.0826588,-0.132191,0.26003,-0.120473,0.287195,0.151597,1.44642,3.34128e-07,-1.30247e-07,-0.0748001,-0.249299,3.03271,-0.601406,-1.18188,1.83542e-07,-1.79446e-07
1.79,0.0515646,-0.0847024,0.106657,-0.0380531,0.879315,2.63504,-0.00244025,0.134535,-0.269421,-0.18869,0.104021,-4.9292e-08,0,0.412104,-0.103358,0.0566615,-0.957653,0.0611919,-6.83512e-07,0,-0.135668,0.0821875,-0.121818,0.376294,-0.105407,0.331718,0.200953,1.47717,2.18501e-07,-1.32225e-07,-0.150527,-0.234284,3.0349,-0.477865,-1.20022,2.54559e-07,-4.59053e-08
1.84,0.0490451,-0.0820615,0.0999103,-0.0390339,0.876338,2.6357,-0.064795,0.140218,-0.274,-0.160611,0.129884,-1.01266e-07,0,0.445347,-0.10757,0.0317747,-0.730214,0.0614393,-5.92918e-07,0,-0.133307,0.0779781,-0.0998705,0.457392,-0.0952628,0.363475,0.241709,1.49572,1.4421e-07,-2.31921e-07,-0.210739,-0.223015,3.03271,-0.394618,-1.21013,3.11425e-08,2.19006e-07
1.88,0.0481466,-0.0836566,0.0967825,-0.0389757,0.872806,2.63405,-0.118713,0.146519,-0.275287,-0.134813,0.148087,-3.08512e-07,0,0.449936,-0.112723,0.00534624,-0.529968,0.0387356,-9.44314e-08,0,-0.131831,0.0796425,-0.0854705,0.511667,-0.0884384,0.384798,0.271299,1.50744,-7.98189e-08,-5.32675e-08,-0.258192,-0.213361,3.0304,-0.356005,-1.21698,3.34768e-07,3.75551e-08
1.91,0.0504127,-0.0852908,0.0951848,-0.0380336,0.869979,2.63128,-0.15875,0.148774,-0.275007,-0.125354,0.159147,-2.3282e-07,0,0.44476,-0.114095,-0.0086907,-0.408958,0.01309,1.60867e-07,0,-0.132497,0.0826947,-0.0812333,0.543101,-0.0820836,0.397754,0.29289,1.51492,-1.04699e-07,-5.8513e-08,-0.297221,-0.204506,3.02912,-0.340714,-1.22237,2.78731e-07,-2.37558e-07
1.95,0.061989,-0.0800026,0.0910109,-0.0356006,0.866961,2.62563,-0.213992,0.138126,-0.275509,-0.128247,0.172936,-3.50789e-07,0,0.416342,-0.104212,-0.00768229,-0.311023,-0.0321972,2.71532e-07,0,-0.142419,0.0801765,-0.073714,0.572061,-0.0789826,0.411994,0.324626,1.52394,-2.29546e-07,-7.42435e-08,-0.34246,-0.196328,3.02097,-0.333949,-1.23487,2.22018e-07,-1.33658e-07
1.99,0.0808714,-0.06572,0.0821046,-0.0310936,0.865044,2.61758,-0.261198,0.109103,-0.26411,-0.168161,0.178898,-2.5939e-07,0,0.369951,-0.0829635,0.00254166,-0.29226,-0.0706836,1.74526e-07,0,-0.157901,0.0700534,-0.073697,0.58072,-0.0758975,0.422619,0.36338,1.53192,-1.54208e-07,-1.93942e-08,-0.38106,-0.185571,3.00874,-0.32905,-1.25108,2.61706e-07,1.26625e-07
2.05,0.108193,-0.0283854,0.0572802,-0.0232598,0.867709,2.60275,-0.272849,0.0320168,-0.213585,-0.335039,0.152737,8.61574e-08,0,0.289042,-0.0336276,0.00211737,-0.328767,-0.0857518,-2.55372e-07,0,-0.181208,0.0370169,-0.0845583,0.549355,-0.0746149,0.434394,0.433712,1.54549,-2.45007e-07,2.70375e-07,-0.4073,-0.164916,2.98335,-0.31778,-1.28197,5.39197e-07,2.11534e-07
2.1,0.117128,0.00479516,0.0263194,-0.0181512,0.874352,2.59161,-0.190687,-0.0378739,-0.152456,-0.580511,0.0615751,8.19366e-08,0,0.212706,0.00733898,-0.0222476,-0.324476,-0.0593591,5.82179e-08,0,-0.18723,0.000338584,-0.0980905,0.49045,-0.0765259,0.436349,0.48238,1.5549,-1.68011e-09,3.93762e-08,-0.40104,-0.153367,2.96834,-0.325836,-1.30184,4.51619e-07,1.00481e-07
