time,ground_pelvis_on_pelvis_in_ground_fx,ground_pelvis_on_pelvis_in_ground_fy,ground_pelvis_on_pelvis_in_ground_fz,ground_pelvis_on_pelvis_in_ground_mx,ground_pelvis_on_pelvis_in_ground_my,ground_pelvis_on_pelvis_in_ground_mz,hip_r_on_femur_r_in_ground_fx,hip_r_on_femur_r_in_ground_fy,hip_r_on_femur_r_in_ground_fz,hip_r_on_femur_r_in_ground_mx,hip_r_on_femur_r_in_ground_my,hip_r_on_femur_r_in_ground_mz,knee_r_on_tibia_r_in_ground_fx,knee_r_on_tibia_r_in_ground_fy,knee_r_on_tibia_r_in_ground_fz,knee_r_on_tibia_r_in_ground_mx,knee_r_on_tibia_r_in_ground_my,knee_r_on_tibia_r_in_ground_mz,ankle_r_on_talus_r_in_ground_fx,ankle_r_on_talus_r_in_ground_fy,ankle_r_on_talus_r_in_ground_fz,ankle_r_on_talus_r_in_ground_mx,ankle_r_on_talus_r_in_ground_my,ankle_r_on_talus_r_in_ground_mz,subtalar_r_on_calcn_r_in_ground_fx,subtalar_r_on_calcn_r_in_ground_fy,subtalar_r_on_calcn_r_in_ground_fz,subtalar_r_on_calcn_r_in_ground_mx,subtalar_r_on_calcn_r_in_ground_my,subtalar_r_on_calcn_r_in_ground_mz,mtp_r_on_toes_r_in_ground_fx,mtp_r_on_toes_r_in_ground_fy,mtp_r_on_toes_r_in_ground_fz,mtp_r_on_toes_r_in_ground_mx,mtp_r_on_toes_r_in_ground_my,mtp_r_on_toes_r_in_ground_mz,hip_l_on_femur_l_in_ground_fx,hip_l_on_femur_l_in_ground_fy,hip_l_on_femur_l_in_ground_fz,hip_l_on_femur_l_in_ground_mx,hip_l_on_femur_l_in_ground_my,hip_l_on_femur_l_in_ground_mz,knee_l_on_tibia_l_in_ground_fx,knee_l_on_tibia_l_in_ground_fy,knee_l_on_tibia_l_in_ground_fz,knee_l_on_tibia_l_in_ground_mx,knee_l_on_tibia_l_in_ground_my,knee_l_on_tibia_l_in_ground_mz,ankle_l_on_talus_l_in_ground_fx,ankle_l_on_talus_l_in_ground_fy,ankle_l_on_talus_l_in_ground_fz,ankle_l_on_talus_l_in_ground_mx,ankle_l_on_talus_l_in_ground_my,ankle_l_on_talus_l_in_ground_mz,subtalar_l_on_calcn_l_in_ground_fx,subtalar_l_on_calcn_l_in_ground_fy,subtalar_l_on_calcn_l_in_ground_fz,subtalar_l_on_calcn_l_in_ground_mx,subtalar_l_on_calcn_l_in_ground_my,subtalar_l_on_calcn_l_in_ground_mz,mtp_l_on_toes_l_in_ground_fx,mtp_l_on_toes_l_in_ground_fy,mtp_l_on_toes_l_in_ground_fz,mtp_l_on_toes_l_in_ground_mx,mtp_l_on_toes_l_in_ground_my,mtp_l_on_toes_l_in_ground_mz,back_on_torso_in_ground_fx,back_on_torso_in_ground_fy,back_on_torso_in_ground_fz,back_on_torso_in_ground_mx,back_on_torso_in_ground_my,back_on_torso_in_ground_mz,acromial_r_on_humerus_r_in_ground_fx,acromial_r_on_humerus_r_in_ground_fy,acromial_r_on_humerus_r_in_ground_fz,acromial_r_on_humerus_r_in_ground_mx,acromial_r_on_humerus_r_in_ground_my,acromial_r_on_humerus_r_in_ground_mz,elbow_r_on_ulna_r_in_ground_fx,elbow_r_on_ulna_r_in_ground_fy,elbow_r_on_ulna_r_in_ground_fz,elbow_r_on_ulna_r_in_ground_mx,elbow_r_on_ulna_r_in_ground_my,elbow_r_on_ulna_r_in_ground_mz,radioulnar_r_on_radius_r_in_ground_fx,radioulnar_r_on_radius_r_in_ground_fy,radioulnar_r_on_radius_r_in_ground_fz,radioulnar_r_on_radius_r_in_ground_mx,radioulnar_r_on_radius_r_in_ground_my,radioulnar_r_on_radius_r_in_ground_mz,radius_hand_r_on_hand_r_in_ground_fx,radius_hand_r_on_hand_r_in_ground_fy,radius_hand_r_on_hand_r_in_ground_fz,radius_hand_r_on_hand_r_in_ground_mx,radius_hand_r_on_hand_r_in_ground_my,radius_hand_r_on_hand_r_in_ground_mz,acromial_l_on_humerus_l_in_ground_fx,acromial_l_on_humerus_l_in_ground_fy,acromial_l_on_humerus_l_in_ground_fz,acromial_l_on_humerus_l_in_ground_mx,acromial_l_on_humerus_l_in_ground_my,acromial_l_on_humerus_l_in_ground_mz,elbow_l_on_ulna_l_in_ground_fx,elbow_l_on_ulna_l_in_ground_fy,elbow_l_on_ulna_l_in_ground_fz,elbow_l_on_ulna_l_in_ground_mx,elbow_l_on_ulna_l_in_ground_my,elbow_l_on_ulna_l_in_ground_mz,radioulnar_l_on_radius_l_in_ground_fx,radioulnar_l_on_radius_l_in_ground_fy,radioulnar_l_on_radius_l_in_ground_fz,radioulnar_l_on_radius_l_in_ground_mx,radioulnar_l_on_radius_l_in_ground_my,radioulnar_l_on_radius_l_in_ground_mz,radius_hand_l_on_hand_l_in_ground_fx,radius_hand_l_on_hand_l_in_ground_fy,radius_hand_l_on_hand_l_in_ground_fz,radius_hand_l_on_hand_l_in_ground_mx,radius_hand_l_on_hand_l_in_ground_my,radius_hand_l_on_hand_l_in_ground_mz
3.02,-2.84217e-14,1.05693e-13,-3.55271e-15,7.10543e-15,-8.88178e-16,7.10543e-15,-435.197,-1502.39,292.595,2.36264e-14,1.74795e-14,6.68952e-14,-293.882,-1751.48,-43.8724,-8.36992,4.39768,-0.368258,-347.651,-2130.33,9.92961,11.4906,-3.10405,3.76941,-348.434,-2132.77,10.4205,20.4894,-4.94821,-86.9051,110.451,-13.2087,52.9997,-0.428116,-0.835321,1.31316,38.7623,-1697.6,-425.739,4.76469e-15,4.12458e-15,-1.89218e-15,153.319,-485.543,-43.3789,54.5513,-6.54542,-2.48172,397.513,-505.739,-30.828,38.49,-17.236,-3.39199,398.996,-505.13,-30.6768,39.6507,-14.1151,-40.6983,117.014,-10.966,-34.7848,-0.18348,-1.55217,-0.745414,-100.215,308.008,-126.137,9.77714e-14,-4.90108e-15,-2.2456e-13,-4.31144,5.63433,-2.80234,-3.81505e-15,-1.57641e-15,1.14273e-15,-1.86755,3.33132,0.553991,-0.157736,-0.123128,0.118438,-1.28859,2.31709,0.609301,-0.09166,-0.092714,0.0781083,-0.824728,0.995359,0.577995,-0.0298611,-0.0209206,0.000497723,3.60162,11.7333,-0.0318442,5.27851e-16,-1.25491e-16,2.90234e-16,1.42537,3.7926,1.46856,-0.222913,0.0367589,-0.0616813,0.46776,2.37854,0.809217,-0.0998407,0.020534,-0.124364,-0.595657,1.06777,0.274479,-0.0133416,0.00789719,-0.0606026
3.07,-1.42109e-14,-8.52651e-14,-3.55271e-14,-1.42109e-14,0,7.10543e-15,-607.341,-1614.43,237.062,4.71833e-14,-8.79137e-15,1.50929e-14,-400.018,-1861.62,-32.4897,-5.83057,6.6477,0.419713,-592.224,-2470.79,-1.96982,11.3048,-1.61874,4.22502,-592.775,-2472.46,-1.05596,21.0694,-3.78921,-97.1663,117.264,-17.5641,60.7128,-0.519053,-0.867496,1.40367,287.55,-969.099,-389.856,-2.49032e-14,-5.7259e-15,2.62151e-16,118.132,-458.497,-42.3566,22.6512,19.1383,1.03329,362.879,-453.607,-16.4363,5.89739,10.4493,-2.40586,363.227,-453.352,-14.8859,8.36625,13.7691,-35.992,112.995,-10.2065,-23.0491,-0.0893459,-1.43911,-0.717518,-31.8333,511.591,-137.577,1.27112e-13,1.32473e-14,-8.98757e-15,-6.32451,15.2026,-3.07683,-4.3836e-16,-6.18554e-16,-4.17749e-16,-4.37522,5.84066,0.443397,-0.0567916,-0.0488261,0.0490601,-3.16759,3.53468,0.558967,-0.00668523,0.00668811,-0.0538106,-1.83621,1.09416,0.610148,-0.0197147,-0.00588121,-0.0427527,9.3918,20.8076,1.93844,1.10153e-15,-3.00229e-16,-1.63577e-16,2.65731,7.63409,2.23056,-0.299719,0.0636606,-0.0776784,0.972571,4.75405,1.19497,-0.100998,0.0341738,-0.183083,-0.799423,2.08311,0.345587,-0.00958822,0.0116259,-0.0921946
3.15,0,1.7053e-13,-3.55271e-15,-1.77636e-15,1.77636e-15,0,-593.224,-1431.84,375.646,-4.4933e-15,4.12036e-15,9.19093e-18,-311.029,-1251.57,-3.43234,35.3683,1.53912,7.43093,-859.996,-2473.79,62.3504,28.311,-3.57013,10.0691,-860.247,-2474.91,62.9142,34.5542,-8.44365,-102.263,246.805,-103.866,126.986,-1.31294,-1.31812,1.99723,361.516,-916.724,-578.13,-2.61201e-14,8.72278e-16,-3.6666e-15,259.137,-703.247,21.7097,-39.4654,-6.19929,0.193525,317.139,-1105.59,-62.5578,-30.0182,1.06224,3.18183,316.947,-1106.9,-62.1042,-24.1211,6.29684,-58.2122,259.489,-47.3081,-58.0737,0.708659,1.40538,0.914271,31.6154,690.662,-27.8358,1.93174e-14,6.92218e-15,-8.9367e-14,-8.43646,32.4917,-4.36833,2.01037e-15,1.15983e-15,-1.96902e-15,-7.2246,9.72613,-0.288633,0.0196141,0.0453927,-0.0302198,-5.47847,5.08299,0.519011,-0.0130245,0.0936082,-0.280086,-3.03804,0.776209,1.13065,-0.0507501,-0.00774694,-0.120872,13.9086,28.2365,5.89363,1.61384e-16,-3.04892e-16,1.75277e-16,3.73341,11.3797,2.23594,-0.184652,0.0483172,-0.0431915,1.33681,7.08987,1.07264,0.0403176,0.0272972,-0.207464,-0.897609,3.12433,0.0766912,0.0229789,0.00864899,-0.110664
3.2,1.24345e-14,8.52651e-14,-3.90799e-14,0,5.32907e-15,0,-982.822,-4133.72,1096.79,2.4637e-13,-7.67895e-14,-3.25962e-16,-513.203,-1791.58,-45.6373,-137.636,11.3485,-11.0916,27.4617,-3349.65,47.1746,-70.41,20.0726,-21.6306,25.2459,-3347.91,47.9138,-71.2619,17.4242,-214.968,377.256,-333.057,168.853,4.93501,5.24867,-3.1406,254.217,-3173.27,-1116.44,5.44302e-14,1.54009e-14,3.45339e-14,257.611,-1311.85,11.281,89.0168,12.3245,-1.29777,953.968,-1986.07,21.8622,45.6263,-6.35108,-4.75616,952.411,-1987.81,22.6327,59.3238,-1.02743,-130.38,334.735,-90.6877,-62.7883,-1.02152,-4.79415,-2.56255,-116.198,680.551,46.3011,-2.25033e-14,2.79628e-14,-1.09334e-13,-7.79759,30.6184,-3.63744,3.86588e-15,3.58321e-15,1.1558e-15,-5.63854,9.55446,-0.90441,0.0165216,0.0438686,-0.0271094,-4.64463,5.01989,0.227363,-0.0275422,0.0699807,-0.290351,-2.90137,0.731966,1.14131,-0.0590853,-0.0126717,-0.128502,4.26867,12.7255,5.16389,7.01148e-16,-8.69071e-17,3.10575e-16,1.81345,5.09809,0.212768,0.139857,-0.00716742,0.0346589,0.48922,3.17028,-0.0966797,0.190707,0.005294,-0.0802827,-0.443531,1.46895,-0.415823,0.0485663,-0.000296083,-0.047682
3.33,-3.55271e-15,-5.86198e-14,-3.38618e-15,0,3.55271e-15,-3.55271e-15,-131.631,-657.784,145.548,-1.09439e-14,1.13046e-15,1.6188e-14,56.3238,-341.843,9.73741,-18.0655,3.3211,-2.21032,-61.3863,-457.044,5.25469,-7.86994,0.871778,-2.99169,-62.5149,-456.918,4.83963,-6.61398,0.403528,-29.3896,59.702,-72.2812,32.6644,0.949771,0.7789,-0.666256,22.7876,-1802.08,-502.359,5.55366e-15,1.62775e-15,-5.1224e-15,94.1619,-1166.01,7.94627,24.0225,6.76327,-1.04393,92.6473,-725.962,-28.8929,-1.78579,7.92622,-1.31477,92.7076,-726.888,-28.6783,1.68408,9.91595,-38.6195,11.1911,0.536087,-0.291728,-0.0622223,-0.14845,0.11415,27.8636,613.862,-18.5275,7.93963e-14,-6.83342e-15,-6.95894e-15,-1.59957,30.8031,-4.73727,-9.12722e-16,1.32043e-17,3.404e-16,-4.96306,12.9443,-1.94747,0.0745037,0.0425933,-0.0487431,-4.34335,8.05189,-0.966534,0.171878,0.107461,-0.24311,-3.13434,3.10464,0.065079,0.0060199,0.00893893,-0.109312,7.99907,29.66,7.1877,5.61572e-16,-7.83202e-17,4.70477e-17,0.00295291,12.1963,2.42807,-0.181364,-0.0126019,-0.0515451,-1.23793,7.4017,1.05432,0.0677683,0.0539156,-0.252089,-2.36583,3.04502,-0.101541,0.0355378,0.0206913,-0.134499
3.44,-7.10543e-15,-2.84217e-14,0,-3.60822e-16,6.52256e-16,4.44089e-15,44.5244,-249.7,158.431,-6.93356e-15,-8.22422e-16,-3.44274e-15,41.5185,-235.774,22.9462,5.5203,-0.534446,3.26668,-32.4794,-239.13,7.76455,8.38848,-2.57422,3.31213,-32.4613,-240.086,6.98948,10.2558,-3.18772,-7.97011,54.2824,-19.5252,30.8686,-0.217881,-0.297687,0.240061,-147.315,-1322.88,-277.783,1.66838e-16,-2.05884e-16,-1.42582e-15,-64.2569,-1217.4,-2.37125,5.03393,4.32964,0.138742,-69.0172,-1219.06,-34.7998,-15.3938,8.70247,0.988631,-68.6288,-1219.84,-34.7456,-11.7857,10.1143,-55.2314,90.2719,-11.9365,-23.2677,0.154997,0.594442,1.05053,9.99822,508.897,-10.7547,2.36143e-15,-1.81886e-15,-2.4065e-15,1.20351,27.8638,-4.06871,-4.91975e-16,3.25179e-17,2.03902e-16,-1.30157,13.9111,-3.26021,0.110245,0.0041918,-0.0432722,-1.38159,9.16756,-2.26397,0.296684,0.0289234,-0.112812,-1.30633,4.29379,-1.12762,0.0560779,-0.00182352,-0.0586033,2.93528,22.8968,6.49065,4.5062e-16,2.37973e-16,-2.86808e-16,-3.87395,8.57292,1.5545,-0.0953946,-0.0553131,-0.0365927,-3.99003,4.87571,0.360692,0.0859647,0.109845,-0.266893,-3.95349,1.67723,-0.597355,0.0402237,0.0398063,-0.139873
3.49,0,-4.26326e-14,-7.10543e-15,0,1.33227e-15,0,32.8236,-323.096,112.073,-7.18138e-16,-3.87445e-15,2.27855e-15,52.5766,-237.414,17.5582,-5.24899,0.548932,0.0253015,24.3697,-195.125,10.5089,-2.9597,0.0586384,-1.33129,24.9126,-196.319,10.1941,-1.00444,-0.209072,-10.5922,35.1141,-9.97832,20.0716,0.0415832,0.0710277,-0.342999,-219.117,-1463.25,-343.99,6.49005e-15,9.05793e-16,-1.77166e-15,-157.17,-1399.01,11.9432,15.0038,6.6051,0.27447,-139.081,-1414.66,-30.342,-6.5071,12.0044,-1.0969,-138.417,-1415.71,-30.6043,-2.3816,12.9471,-65.2469,88.3177,2.55018,-22.6626,0.00453607,0.789313,1.87103,-24.4565,464.293,-13.0921,1.01195e-14,-8.30233e-15,2.9638e-14,1.43488,22.4962,-3.24202,-3.56022e-17,3.31094e-17,6.00118e-17,0.378994,11.1299,-2.87635,0.0784006,-0.0104734,-0.0235162,0.0571045,7.30631,-2.03612,0.239999,-0.0101519,-0.0354519,-0.262505,3.41883,-1.10601,0.0503979,-0.00805758,-0.0263684,1.16819,17.9826,5.2807,5.12097e-16,2.55465e-16,1.62902e-16,-4.25199,5.35685,0.895315,-0.0539466,-0.0600913,-0.0284075,-4.12789,2.59182,-0.0720341,0.0591101,0.112866,-0.239055,-3.92482,0.36927,-0.804845,0.0307804,0.0403233,-0.121775
3.52,-1.42109e-14,-1.42109e-14,-5.11813e-14,-2.44249e-14,-5.77316e-15,0,59.1654,-488.253,152.271,-2.90257e-15,1.70085e-15,-1.90865e-15,72.0348,-292.26,22.5381,-8.60506,0.59315,-1.42491,51.0944,-183.704,17.067,-4.17227,1.09262,-1.57747,52.1145,-184.589,16.7882,-1.90637,0.852351,-10.8125,33.4827,-6.48101,19.403,0.0823036,0.195464,-0.406782,-264.888,-1587.52,-386.365,-5.68636e-15,4.83856e-16,-1.25415e-14,-229.447,-1556.7,16.364,19.8547,6.86459,0.51024,-195.446,-1595.62,-25.4793,-4.66204,13.0061,-1.5563,-194.763,-1596.78,-25.7382,0.328938,13.4846,-73.267,82.7336,8.94556,-21.2666,-0.0588512,0.883486,2.15161,-61.9137,443.666,-16.8464,-1.50788e-14,-1.41167e-14,-3.20495e-16,1.09307,17.6812,-2.86452,-3.88777e-16,8.38061e-17,1.50775e-16,0.924029,8.61452,-2.22631,0.0171589,-0.0046774,-0.00420589,0.520178,5.6295,-1.53291,0.147138,-0.0145056,-0.0021992,0.0919192,2.60548,-0.795665,0.0310719,-0.00689726,-0.0126132,-0.00302808,15.4358,4.44919,-1.49096e-17,6.62377e-16,-1.63721e-15,-3.96356,3.62687,0.585043,-0.0335842,-0.0594541,-0.0245596,-3.79088,1.37477,-0.27759,0.042418,0.106094,-0.212549,-3.60829,-0.347167,-0.904781,0.0249747,0.0379311,-0.106049
3.56,2.84217e-14,-4.72511e-13,5.32907e-15,-2.66454e-14,6.66134e-16,0,248.223,-816.336,255.735,2.05365e-14,1.17504e-14,4.95429e-15,150.249,-538.42,29.5797,-4.14766,-0.950268,0.335057,72.3131,-219.328,16.6758,0.380277,0.328252,0.250981,73.8089,-219.588,16.4751,2.76061,0.226583,-10.7789,36.3622,-3.72429,19.4867,0.0128749,0.111,-0.34427,-299.761,-1646.95,-344.959,6.17091e-14,-4.36457e-15,5.08439e-14,-351.085,-1809.81,17.1246,19.2787,4.76498,1.33759,-336.901,-1955.84,-22.4272,-7.29608,12.715,-0.826183,-336.314,-1957.14,-22.4131,-0.787193,12.5044,-86.9482,115.833,-4.38865,-31.3003,0.13201,1.22099,2.18664,-139.161,431.057,-27.4698,2.59993e-14,-1.35049e-15,1.95474e-13,-0.250784,9.53686,-2.43149,5.32946e-16,-1.49859e-16,-6.48783e-16,1.07216,4.66743,-1.0049,-0.098988,0.0253316,0.0230463,0.636378,3.0786,-0.589631,-0.0185043,0.00679494,0.0165172,0.199914,1.43183,-0.175322,-0.00626896,0.00131714,-0.00491007,-1.86359,12.3603,3.27287,3.49697e-17,2.29469e-16,-1.33703e-15,-3.12494,1.78925,0.305251,-0.0108566,-0.0527969,-0.019115,-3.00752,0.125247,-0.460348,0.0228983,0.0922485,-0.169363,-2.96273,-1.06306,-0.990623,0.0176374,0.0330497,-0.0815333
3.59,-1.42109e-14,-2.91323e-13,0,1.42109e-14,1.33227e-15,2.4869e-14,467.289,-1047.93,1020.39,-1.14483e-13,-4.50662e-14,-4.07984e-14,260.154,-918.392,46.8808,54.9046,-8.8959,18.1512,397.168,-1031.28,93.2685,51.1803,-13.7573,14.0616,398.354,-1032.23,92.0411,60.9402,-15.2927,-41.3161,237.232,5.88766,117.141,-0.698421,-1.31368,0.871901,-394.452,-1821.54,-248.113,1.27142e-14,-4.35096e-15,-8.55558e-14,-425.516,-1978.3,6.30584,19.9478,1.2729,1.21206,-510.216,-2218.19,-27.6179,-8.77092,11.7482,-0.14957,-509.71,-2218.43,-27.2848,-1.41005,11.1787,-95.7312,100.091,-13.4731,-28.9599,0.223637,0.971639,1.54579,-100.835,504.484,-91.3511,1.37952e-13,-1.22097e-14,-1.4266e-13,0.150834,7.47117,-4.15249,-2.83099e-16,1.79117e-16,8.56325e-16,0.929578,3.79229,-0.210166,-0.272204,0.0774811,0.0617651,0.658273,2.51362,0.0670925,-0.181641,0.0523172,0.0614912,0.389861,1.15687,0.312095,-0.042075,0.0151321,0.0107299,-3.37115,19.4751,3.93762,1.73894e-15,8.4643e-16,2.95234e-16,-2.90083,2.26979,1.14505,-0.0211758,-0.0602743,-0.0244391,-2.30324,0.13171,-0.208809,0.0127935,0.132055,-0.206049,-2.07508,-1.77849,-1.21512,0.0185088,0.059211,-0.10617
3.63,1.42109e-14,3.90799e-14,-8.88178e-15,5.32907e-15,7.10543e-15,-2.22045e-15,-44.0018,-585.262,184.37,2.69771e-14,8.64978e-15,-2.20557e-16,120.055,-399.283,15.7087,0.136427,22.3643,2.00343,269.953,-728.538,76.2577,-7.5471,20.0757,2.82915,269.954,-729.289,77.1948,-2.83115,17.8699,-37.3943,135.665,-10.2092,64.0606,-0.258844,-1.25327,0.141077,-474.85,-1649,-265.73,-1.11131e-14,6.48471e-15,-6.5894e-15,-479.73,-1907.22,6.38852,13.1662,-0.902109,1.0521,-658.205,-2210.8,-33.4604,-8.17528,9.38007,0.307266,-657.838,-2212.27,-33.8988,0.164261,8.28725,-94.9085,96.253,-14.5667,-26.7869,0.20338,0.855288,1.58782,18.8182,538.847,37.1485,3.28255e-14,-2.67784e-15,2.24599e-14,4.91901,27.738,-4.11837,-7.01334e-16,1.7365e-16,1.60194e-16,2.35033,12.1238,-3.37012,0.0794444,-0.0316517,-0.0169609,1.57037,7.61403,-2.32445,0.255269,-0.0547866,0.0285165,0.752958,3.20515,-1.25758,0.0579052,-0.0175627,0.00280435,-2.90785,17.3264,5.10469,5.17435e-16,1.97937e-16,5.51176e-17,-2.7836,1.61602,0.540778,-0.00702661,-0.0366368,-0.0146824,-1.76051,-0.325907,-0.368697,0.00444633,0.108292,-0.197011,-1.17267,-1.97837,-1.07329,0.0143225,0.0485193,-0.0963861
3.67,-1.77636e-14,-1.13687e-13,-4.61853e-14,-1.42109e-14,-1.77636e-15,7.10543e-15,-265.218,-2970.38,559.995,-8.10051e-14,-2.01341e-14,-7.13976e-16,351.722,-1089.3,-4.00505,-100.316,4.80856,-16.9129,1198.58,-1723.26,71.5409,-71.0346,29.219,-10.6792,1195.84,-1723.11,69.9589,-67.8879,26.3772,-131.598,510.477,-104.152,163.627,0.892683,5.77197,-4.59428,-478.938,-1167.41,-271.704,-1.53387e-13,1.05637e-13,2.45406e-14,-437.303,-1565.3,7.06092,2.32635,-2.38798,1.334,-785.112,-2029.55,-36.2128,-7.06617,4.99234,0.708721,-785.882,-2032.65,-37.3028,3.46875,2.53355,-88.9604,88.334,-22.6761,-20.6381,0.202357,0.630438,1.24849,91.9127,692.963,235.35,2.35446e-13,-3.30721e-15,1.75909e-13,10.9417,62.9619,-4.82101,-1.66088e-15,2.80522e-16,1.67536e-16,5.00998,27.0465,-8.66821,0.569453,-0.188028,-0.132381,3.1778,16.9023,-6.24246,0.910694,-0.217592,-0.0347065,1.25862,7.07662,-3.71045,0.20559,-0.0675355,-0.0206856,-3.06403,16.039,7.49631,8.24111e-16,-8.05569e-18,-1.83965e-16,-2.43964,1.85584,0.135009,0.016206,-0.028206,-0.00824335,-1.00681,-0.178505,-0.22632,0.0510047,0.0612447,-0.213369,-0.143431,-1.75385,-0.616698,0.0283347,0.0320333,-0.0965952
3.72,1.77636e-15,4.26326e-14,-4.44089e-15,0,4.44089e-16,0,92.5896,-495.139,188.176,4.37867e-14,1.03679e-14,6.31175e-16,140.216,-480.307,-2.92789,1.52186,-0.457545,-0.294023,104.664,-453.487,14.9162,5.13543,-2.18072,0.781064,104.58,-454.82,14.7686,5.87277,-2.85747,-23.6661,42.2563,-9.6537,12.7879,-0.0724987,-0.088251,-0.134426,-488.177,-1630.39,-221.426,9.89152e-14,-1.85189e-14,9.5017e-15,-312.23,-1156.33,7.16816,31.4999,-8.90701,3.2631,-392.198,-1225.66,-2.29684,12.1592,-4.06855,-1.53624,-392.313,-1226.32,-2.86105,22.2372,-7.25608,-66.0324,18.1459,-2.7977,-5.5576,-0.147331,0.0888173,0.423624,16.5371,519.955,-10.2421,2.06151e-13,-1.13106e-14,5.03042e-15,3.93944,30.2728,-6.19875,9.08054e-16,-3.10891e-17,-1.49056e-16,2.02108,13.8622,-3.14824,-0.0902573,0.0161147,0.0238197,1.41473,8.83,-2.06556,0.133905,-0.0107408,0.0634172,0.761502,3.83827,-0.976051,0.0299682,-0.00523496,0.00888753,-7.74897,21.4085,5.52638,9.19905e-16,1.0383e-15,1.82946e-15,-1.61231,4.72802,2.30333,-0.123779,0.0110072,-0.0219988,0.00470366,2.54486,0.943327,-0.0701656,0.133899,-0.174971,1.26758,-0.0164864,-0.169286,-0.00699638,0.0678471,-0.0953893
3.77,-1.42109e-14,-7.4607e-14,-5.68434e-14,2.13163e-14,-3.55271e-15,0,342.208,-1353.3,521.807,-1.54073e-13,-1.84323e-14,-1.14245e-14,260.889,-1251.83,2.82716,49.7061,5.92948,8.19348,501.751,-2653.22,142.204,47.9774,-3.54965,10.9006,502.195,-2653.3,141.617,53.5744,-10.0513,-129.559,462.427,-102.36,161.69,-1.56389,-2.90128,1.72804,62.5967,-1819.89,-1496.3,1.75597e-13,-5.3517e-14,5.73832e-15,-240.586,-815.175,12.6761,-109.165,23.3668,-3.25702,-1930.77,-3349.45,-286.214,-66.6189,3.63062,9.26278,-1932.48,-3350.31,-285.578,-29.9382,-0.199139,-192.263,507.339,-680.446,-145.788,4.68265,2.12727,4.07885,-132.445,409.654,51.8278,-1.11165e-13,2.30457e-15,-1.09721e-13,-0.259375,22.3564,-3.44026,-2.59347e-16,1.80141e-16,4.58544e-16,1.16687,10.7634,-2.56598,-0.0296005,0.00363808,0.00811195,0.64823,6.97615,-1.69097,0.133162,-0.0108029,0.005979,0.121667,3.15614,-0.791547,0.0267563,-0.00579312,-0.0137505,-5.26558,7.84771,2.93044,-1.48214e-16,-3.14439e-16,-3.13915e-16,-0.478229,2.46755,1.09181,-0.0253735,9.63728e-05,-0.00679297,0.0920086,1.30936,0.633712,0.0179962,0.0290876,-0.0649727,0.460412,0.182498,0.210324,0.010554,0.0160763,-0.0301175
3.83,1.42109e-14,-1.27898e-13,1.77636e-14,-1.11022e-15,1.77636e-15,1.77636e-14,-17.5151,-3320.96,948.771,-5.51323e-15,-1.51334e-15,-9.14366e-15,279.302,-1790.45,-31.1421,-64.9278,-7.22731,-7.59061,546.41,-1442.77,40.1876,-21.8965,0.927047,-4.4159,545.961,-1443.55,39.8687,-22.7917,-1.95527,-90.5611,209.355,-55.2439,53.4331,0.519501,2.38356,-1.52338,-223.969,-1114.8,-250.47,-1.41223e-14,2.34754e-16,-1.70637e-14,-34.8503,-409.491,11.3363,33.3699,-5.8159,3.01208,-333.738,-868.272,29.5543,18.5939,-3.50114,-2.93055,-335.714,-867.305,29.1599,26.8425,-8.51333,-56.2961,80.1577,-220.366,-31.7375,-2.40518,-1.17546,-1.98393,27.5617,550.737,37.956,-1.20098e-16,-1.18827e-14,-3.89807e-15,-0.97073,47.5077,-6.61203,5.19984e-16,-6.77063e-17,-9.18917e-16,-1.49796,22.2992,-4.81892,0.0552572,-0.00928343,-0.0148522,-1.0479,14.3247,-3.32375,0.384601,0.0216161,-0.000789486,-0.623309,6.36784,-1.74797,0.0834179,-0.00330944,-0.0212968,-9.83312,21.8198,6.00291,1.77122e-16,-1.99648e-16,5.15869e-17,-2.62265,6.96624,3.21239,-0.205381,0.00907006,-0.0667862,-0.517458,4.63533,2.00066,-0.0860766,0.118755,-0.16967,1.40499,1.6632,0.882912,-0.0124032,0.070078,-0.094031
