time,ground_pelvis_on_pelvis_in_ground_fx,ground_pelvis_on_pelvis_in_ground_fy,ground_pelvis_on_pelvis_in_ground_fz,ground_pelvis_on_pelvis_in_ground_mx,ground_pelvis_on_pelvis_in_ground_my,ground_pelvis_on_pelvis_in_ground_mz,hip_r_on_femur_r_in_ground_fx,hip_r_on_femur_r_in_ground_fy,hip_r_on_femur_r_in_ground_fz,hip_r_on_femur_r_in_ground_mx,hip_r_on_femur_r_in_ground_my,hip_r_on_femur_r_in_ground_mz,knee_r_on_tibia_r_in_ground_fx,knee_r_on_tibia_r_in_ground_fy,knee_r_on_tibia_r_in_ground_fz,knee_r_on_tibia_r_in_ground_mx,knee_r_on_tibia_r_in_ground_my,knee_r_on_tibia_r_in_ground_mz,ankle_r_on_talus_r_in_ground_fx,ankle_r_on_talus_r_in_ground_fy,ankle_r_on_talus_r_in_ground_fz,ankle_r_on_talus_r_in_ground_mx,ankle_r_on_talus_r_in_ground_my,ankle_r_on_talus_r_in_ground_mz,subtalar_r_on_calcn_r_in_ground_fx,subtalar_r_on_calcn_r_in_ground_fy,subtalar_r_on_calcn_r_in_ground_fz,subtalar_r_on_calcn_r_in_ground_mx,subtalar_r_on_calcn_r_in_ground_my,subtalar_r_on_calcn_r_in_ground_mz,mtp_r_on_toes_r_in_ground_fx,mtp_r_on_toes_r_in_ground_fy,mtp_r_on_toes_r_in_ground_fz,mtp_r_on_toes_r_in_ground_mx,mtp_r_on_toes_r_in_ground_my,mtp_r_on_toes_r_in_ground_mz,hip_l_on_femur_l_in_ground_fx,hip_l_on_femur_l_in_ground_fy,hip_l_on_femur_l_in_ground_fz,hip_l_on_femur_l_in_ground_mx,hip_l_on_femur_l_in_ground_my,hip_l_on_femur_l_in_ground_mz,knee_l_on_tibia_l_in_ground_fx,knee_l_on_tibia_l_in_ground_fy,knee_l_on_tibia_l_in_ground_fz,knee_l_on_tibia_l_in_ground_mx,knee_l_on_tibia_l_in_ground_my,knee_l_on_tibia_l_in_ground_mz,ankle_l_on_talus_l_in_ground_fx,ankle_l_on_talus_l_in_ground_fy,ankle_l_on_talus_l_in_ground_fz,ankle_l_on_talus_l_in_ground_mx,ankle_l_on_talus_l_in_ground_my,ankle_l_on_talus_l_in_ground_mz,subtalar_l_on_calcn_l_in_ground_fx,subtalar_l_on_calcn_l_in_ground_fy,subtalar_l_on_calcn_l_in_ground_fz,subtalar_l_on_calcn_l_in_ground_mx,subtalar_l_on_calcn_l_in_ground_my,subtalar_l_on_calcn_l_in_ground_mz,mtp_l_on_toes_l_in_ground_fx,mtp_l_on_toes_l_in_ground_fy,mtp_l_on_toes_l_in_ground_fz,mtp_l_on_toes_l_in_ground_mx,mtp_l_on_toes_l_in_ground_my,mtp_l_on_toes_l_in_ground_mz,back_on_torso_in_ground_fx,back_on_torso_in_ground_fy,back_on_torso_in_ground_fz,back_on_torso_in_ground_mx,back_on_torso_in_ground_my,back_on_torso_in_ground_mz,acromial_r_on_humerus_r_in_ground_fx,acromial_r_on_humerus_r_in_ground_fy,acromial_r_on_humerus_r_in_ground_fz,acromial_r_on_humerus_r_in_ground_mx,acromial_r_on_humerus_r_in_ground_my,acromial_r_on_humerus_r_in_ground_mz,elbow_r_on_ulna_r_in_ground_fx,elbow_r_on_ulna_r_in_ground_fy,elbow_r_on_ulna_r_in_ground_fz,elbow_r_on_ulna_r_in_ground_mx,elbow_r_on_ulna_r_in_ground_my,elbow_r_on_ulna_r_in_ground_mz,radioulnar_r_on_radius_r_in_ground_fx,radioulnar_r_on_radius_r_in_ground_fy,radioulnar_r_on_radius_r_in_ground_fz,radioulnar_r_on_radius_r_in_ground_mx,radioulnar_r_on_radius_r_in_ground_my,radioulnar_r_on_radius_r_in_ground_mz,radius_hand_r_on_hand_r_in_ground_fx,radius_hand_r_on_hand_r_in_ground_fy,radius_hand_r_on_hand_r_in_ground_fz,radius_hand_r_on_hand_r_in_ground_mx,radius_hand_r_on_hand_r_in_ground_my,radius_hand_r_on_hand_r_in_ground_mz,acromial_l_on_humerus_l_in_ground_fx,acromial_l_on_humerus_l_in_ground_fy,acromial_l_on_humerus_l_in_ground_fz,acromial_l_on_humerus_l_in_ground_mx,acromial_l_on_humerus_l_in_ground_my,acromial_l_on_humerus_l_in_ground_mz,elbow_l_on_ulna_l_in_ground_fx,elbow_l_on_ulna_l_in_ground_fy,elbow_l_on_ulna_l_in_ground_fz,elbow_l_on_ulna_l_in_ground_mx,elbow_l_on_ulna_l_in_ground_my,elbow_l_on_ulna_l_in_ground_mz,radioulnar_l_on_radius_l_in_ground_fx,radioulnar_l_on_radius_l_in_ground_fy,radioulnar_l_on_radius_l_in_ground_fz,radioulnar_l_on_radius_l_in_ground_mx,radioulnar_l_on_radius_l_in_ground_my,radioulnar_l_on_radius_l_in_ground_mz,radius_hand_l_on_hand_l_in_ground_fx,radius_hand_l_on_hand_l_in_ground_fy,radius_hand_l_on_hand_l_in_ground_fz,radius_hand_l_on_hand_l_in_ground_mx,radius_hand_l_on_hand_l_in_ground_my,radius_hand_l_on_hand_l_in_ground_mz
1.51,-1.42109e-14,1.13687e-13,-3.90799e-14,-2.84217e-14,1.77636e-15,-3.55271e-14,-457.509,-1296.88,272.914,-1.27956e-13,2.49931e-14,1.40021e-14,-424.274,-1632.3,-76.2459,-12.7766,5.58904,1.37909,-520.675,-2045.37,-46.066,5.47435,-1.97072,1.25651,-521.416,-2047.85,-45.3747,6.00907,-0.0752461,-84.0693,100.791,-10.802,38.8608,-0.310858,-1.02632,1.4948,330.452,-1770.44,-490.468,9.19938e-17,2.77423e-15,-5.00757e-14,266.381,-688.329,-79.8391,42.9328,1.5598,1.56914,316.95,-409.912,-24.5941,27.3999,-6.72766,-1.35678,318.9,-409.444,-23.668,29.8252,-3.02736,-31.0726,92.0302,-5.59755,-19.1405,-0.0560692,-1.28669,-0.567166,-118.514,339.187,-124.607,9.21417e-14,-2.24209e-14,-5.90008e-15,-1.57708,-1.40323,-1.131,-3.65855e-15,-5.93316e-16,-1.12587e-15,-1.21824,1.17575,0.7201,-0.0321075,-0.0351743,0.0240358,-1.4726,1.19144,0.594159,0.0149674,0.0179399,0.020671,-1.71048,0.673008,0.485835,-0.00141159,0.011061,-0.0164559,0.687038,6.21916,-0.606226,1.18842e-15,-6.64456e-16,9.38912e-16,1.98278,1.3583,0.316208,-0.0480965,0.0703235,0.00732315,1.19447,0.643498,0.0895449,-0.0457226,0.0954124,-0.0240418,0.414557,0.155952,-0.248358,-0.0115588,0.0290501,-0.00618965
1.54,-2.84217e-14,9.23706e-14,0,2.84217e-14,3.55271e-15,-7.10543e-15,-608.116,-1170.17,268.127,2.21031e-13,6.78921e-15,1.38731e-14,-581.416,-1892.92,-92.3614,-0.700808,7.18928,2.66658,-847.369,-2628.98,-74.1935,10.5932,0.0283631,3.48517,-849.2,-2633.23,-72.7624,12.9619,2.47737,-106.333,140.939,-29.9496,59.8307,-0.541685,-1.11927,1.6333,384.212,-3611.53,-1002.29,1.88517e-14,9.45181e-14,1.42321e-14,435.265,-1149.43,-121.239,119.928,27.3217,1.95665,1386.64,-1238.19,-41.8833,75.8032,-9.57409,-3.27864,1387.19,-1236.18,-38.6019,85.1536,4.87391,-110.765,278.389,15.3515,-48.3634,0.247035,-4.07331,-1.59425,-96.5347,425.157,-313.72,1.81015e-13,-2.17056e-14,5.09182e-15,-0.905152,-10.6943,-1.7893,-7.83336e-15,-2.34758e-15,1.00656e-15,0.13732,-0.968995,1.71856,-0.0454454,-0.072951,0.0433217,-0.142195,0.338205,0.9148,0.0514546,-0.000839113,0.138783,-0.806169,0.713115,0.0937549,0.0230663,0.0297743,0.0319572,7.79897,21.6618,-2.11139,-1.73953e-15,9.5269e-17,2.92924e-15,6.88211,5.47272,1.13802,-0.130247,0.226685,0.0268723,4.59846,2.48135,0.340123,-0.130482,0.338749,-0.161413,2.29366,0.475809,-0.774853,-0.0314945,0.10974,-0.0560852
1.58,0,-1.13687e-13,1.06581e-14,-2.13163e-14,1.33227e-15,0,-820.638,-1780.16,44.267,8.79958e-14,-6.04387e-15,3.30002e-14,-839.29,-2123.15,-61.6201,-10.6343,13.6754,0.887181,-1318.6,-2936.66,-42.9653,8.63619,0.273598,2.95805,-1319.37,-2937.75,-41.9882,11.6219,1.08931,-124.608,135.697,-43.7033,65.5703,-0.7198,-1.22034,1.85696,987.273,-1289.6,-1218.86,3.7056e-14,-1.9217e-15,3.4846e-14,244.873,-650.458,-64.3291,-70.7743,2.36651,3.43757,636.94,-980.533,-95.2084,-53.5925,15.6272,0.307517,638.088,-981.089,-93.8037,-48.8231,25.2723,-62.734,213.477,10.5098,-34.1724,0.47852,1.05245,0.441336,-74.7198,523.547,46.1925,1.65702e-13,4.94809e-15,1.82059e-13,-3.55373,20.8456,-2.98517,9.75177e-16,-1.59811e-16,2.57181e-16,-1.22439,3.8767,-1.13406,-0.0126231,0.0137461,0.0014053,-1.18752,1.18159,-0.148116,-0.100604,-0.0323131,-0.205735,-0.639523,-1.07993,0.680624,-0.060307,-0.0351813,-0.100406,1.90345,6.70141,2.11515,6.74574e-16,6.18122e-17,-3.87033e-16,2.37273,1.6099,0.209684,0.0487249,-0.078625,-0.00877463,1.52637,0.913825,0.20551,0.0216279,-0.0407213,-0.041897,0.738483,0.0820248,0.28798,0.00876617,-0.0136382,-0.0206526
1.63,1.59872e-14,-1.13687e-13,8.17124e-14,-4.26326e-14,-2.13163e-14,2.4869e-14,-1025.65,-1936.59,360.735,-6.29462e-14,2.7155e-14,-8.62351e-15,-679.001,-1581.81,-27.9691,30.7903,-1.7252,4.80255,-1617.27,-2786.71,56.1345,26.7453,-9.41514,7.26906,-1617.96,-2787.51,56.2736,22.8824,-9.96553,-138.641,237.261,-185.746,105.768,-1.63247,-1.23646,2.08325,1069.77,-1828.24,-1627.16,-3.24451e-14,-4.78013e-14,-3.07568e-16,449.45,-890.693,23.8071,-111.896,-28.7626,0.0810728,1325.75,-2697.9,-225.771,-65.1154,-3.44756,5.79601,1326.49,-2700.79,-224.396,-51.6343,17.385,-159.781,524.955,-56.1915,-100.064,1.32692,3.11158,1.33244,62.3159,789.108,127.619,-2.13328e-13,-1.71434e-14,-7.92731e-15,-2.64519,37.4707,-5.28758,1.2332e-14,3.05055e-15,-1.49972e-15,-1.52477,6.42697,-2.47992,-0.0138982,0.0269209,-0.00149947,-1.21512,1.65624,-0.661475,-0.206489,-0.0915863,-0.359511,-0.0904736,-2.02848,0.847597,-0.112052,-0.0762696,-0.163812,8.2224,16.8226,4.43277,-3.62441e-17,5.563e-16,1.65515e-16,5.08379,4.37219,0.495891,0.0917338,-0.138593,-0.0135388,3.41443,2.17696,0.421264,0.0373953,-0.0505668,-0.154684,1.88229,-0.126062,0.52419,0.0194234,-0.0155148,-0.076619
1.85,4.44089e-15,-1.7053e-13,-7.10543e-15,-8.88178e-16,3.55271e-15,1.06581e-14,-185.918,-632.301,173.389,1.44298e-14,2.97113e-15,-3.62455e-16,35.4659,-140.454,-0.0408846,-19.3594,11.5144,-0.540466,-62.5031,-468.389,-32.9303,-9.09342,9.80303,-1.63883,-63.603,-468.686,-32.7465,-10.496,11.9656,-29.2392,61.4042,-79.3167,21.5989,1.10468,0.754309,-0.33292,-64.2536,-1528.18,-623.718,-2.10838e-14,-3.84997e-16,5.83707e-15,-121.419,-1244.02,-30.4949,30.5912,9.13651,3.30774,-59.1363,-1487.79,-10.5835,-1.06102,10.8318,-1.8032,-59.0425,-1488.76,-10.1722,10.391,10.9267,-71.8127,13.1384,7.17488,-0.388656,-0.137538,0.0926781,0.589793,-3.66539,466.728,2.03671,-1.2235e-14,-1.42454e-14,-2.17533e-14,2.6663,12.2654,-3.06164,5.37483e-16,-2.99008e-16,-4.8219e-16,-1.61375,5.55202,-0.426342,0.00448295,0.016344,-0.00577681,-2.10633,3.70439,0.100636,0.0275733,0.0546391,-0.139421,-2.2152,1.56572,0.679469,-0.0235911,0.00522447,-0.0767933,1.88164,12.6522,2.32804,-2.14761e-16,3.11692e-17,-2.70952e-16,2.48591,3.23176,0.993837,0.0208175,-0.0110807,0.000986909,1.74304,1.47862,0.566636,0.0088289,0.0489865,-0.112968,1.08174,-0.0716734,0.164047,0.00999635,0.0203296,-0.0524592
1.91,-3.55271e-15,1.42109e-13,-3.55271e-15,-4.44089e-16,-8.88178e-16,-2.66454e-15,43.5154,-196.51,191.756,-6.27613e-15,-1.29495e-15,5.63383e-15,23.974,-163.092,19.8689,7.17934,-3.83938,2.03659,-21.4877,-343.178,18.4891,11.5093,-6.85828,2.02375,-21.734,-344.833,16.9741,12.0713,-7.85875,-15.7238,76.4882,-36.4561,28.8046,-0.381022,-0.50658,0.222271,-253.994,-1195.5,-341.56,-1.73434e-15,1.38408e-15,-4.43869e-15,-228.597,-1338.38,-21.2703,12.7103,3.93504,2.38469,-342.762,-1668.53,-35.8975,-9.50212,10.8764,-0.170992,-342.377,-1669.23,-35.9004,-1.72536,10.8902,-74.7493,70.2507,-10.8103,-16.3603,0.104148,0.540032,1.08473,68.4116,506.81,8.85004,2.52389e-15,4.12127e-16,3.01373e-14,6.44275,21.0988,-4.33669,2.17643e-16,-1.17401e-17,1.87002e-16,-1.24751,10.0517,-1.91863,0.0701949,0.0308843,-0.0325229,-2.21818,6.70831,-1.11284,0.161421,0.0700687,-0.222154,-2.63405,3.05031,-0.0699519,0.0040299,0.00528763,-0.113722,2.75192,18.8676,3.78708,7.02787e-17,-1.67985e-16,6.09279e-16,2.73221,4.9919,1.57074,0.0282438,-0.00755094,0.00350676,2.11855,2.29067,0.905887,0.0160718,0.0787646,-0.176889,1.58498,-0.0538804,0.282696,0.0165606,0.034317,-0.0820922
1.95,2.84217e-14,-2.84217e-14,5.32907e-15,1.06581e-14,8.88178e-16,-7.10543e-15,216.19,-594.903,173.491,-7.87433e-15,7.41718e-15,-4.71853e-16,134.891,-384.519,30.9492,-6.03275,-2.52477,1.87601,26.8967,-203.65,12.7359,-0.0601035,-3.37624,-0.836505,28.2299,-205.013,12.0005,0.821232,-3.87826,-10.8092,28.5028,-6.60815,11.7461,0.0273922,0.0639061,-0.235301,-401.853,-1167.97,-265.263,9.54438e-15,-1.08553e-15,7.05552e-15,-340.705,-1431.39,-6.47441,10.2457,-0.951784,1.82825,-466.002,-1772.42,-32.0407,-7.31497,5.96718,0.653551,-466.256,-1773.71,-32.4937,-1.19573,5.80339,-80.2984,80.6954,-20.1076,-22.2085,0.220834,0.616607,1.08225,-4.04369,435.088,26.5484,2.55959e-14,3.17801e-15,4.53935e-14,4.95019,17.4975,-2.65951,9.21204e-16,5.2228e-17,3.67065e-16,-0.0135867,8.95856,-2.23671,0.11901,0.0192483,-0.0363989,-1.07831,6.12356,-1.62383,0.23073,0.0408194,-0.169248,-1.74849,3.02212,-0.695443,0.0335612,0.000419701,-0.0888322,0.369825,10.9024,2.66481,1.41258e-16,-3.68212e-17,1.46498e-16,1.61003,3.04738,0.933078,0.0317219,-0.0182043,0.00205136,1.23932,1.48082,0.574924,0.018647,0.0299634,-0.097199,0.924509,0.0371791,0.274624,0.0133998,0.0136928,-0.0462594
1.99,-2.84217e-14,-8.17124e-14,-1.42109e-14,2.84217e-14,-1.24345e-14,9.9476e-14,1315.08,-1777.92,1395.18,-6.59893e-14,-6.34119e-14,-3.74517e-13,571.676,-1568.1,59.2907,89.4318,12.4648,23.832,1253.01,-2774.37,196.021,69.0961,-4.66536,16.4001,1254.99,-2774.63,194.251,86.3018,-8.09429,-137.637,437.151,25.3321,181.639,-0.881357,-2.99236,1.23832,-655.366,-1833.71,-199.64,-1.5575e-15,2.67143e-14,-7.61562e-14,-606.249,-1838.11,-20.1989,31.457,-9.95938,-0.121524,-665.11,-1997.55,-38.967,0.606356,1.69485,-0.355632,-665.748,-1997.57,-38.4009,6.00326,1.6298,-95.5701,38.6113,-6.58376,-13.9818,0.140409,0.557389,0.864493,-252.708,354.668,-258.865,2.37186e-13,1.23997e-16,7.28079e-13,-8.10604,-16.7217,-1.53053,-7.96442e-15,2.25755e-15,1.3904e-15,-0.0653409,-5.2453,2.66225,-0.388368,0.0187762,0.0683461,0.63909,-2.77978,1.98572,-0.400218,-0.0133681,0.149813,0.540141,-0.59581,0.995543,-0.079795,0.00522968,0.0399294,-2.70424,21.1407,0.204636,2.30473e-15,4.20052e-17,-1.87495e-15,3.98908,6.10515,2.71611,-0.0640341,0.0686923,0.00328798,3.11084,2.97329,1.47373,-0.0707554,0.201531,-0.186336,2.11252,0.648346,0.0705439,-0.017292,0.0763621,-0.069518
2.04,0,4.26326e-14,2.04281e-14,1.42109e-14,-1.42109e-14,-2.13163e-14,-27.0021,-1918.37,217.381,6.83588e-14,2.25876e-14,7.09144e-14,217.103,-527.91,11.9583,-59.7228,14.9521,-8.82851,348.933,-391.997,30.7279,-51.1448,23.8642,-4.94541,349.985,-391.276,30.6333,-48.6823,23.893,-33.9258,136.477,5.04376,56.2763,-0.0813645,1.36853,-1.49127,-832.962,-1333.2,-182.27,-2.84948e-13,1.32517e-13,1.99554e-14,-774.423,-1821.7,6.66043,14.0485,-13.8438,0.33881,-1044.32,-2223.8,-15.9879,3.57024,-9.44932,-0.214364,-1046.46,-2226.57,-17.4512,9.1642,-11.4212,-113.194,39.6584,-7.20735,-13.2586,0.196489,0.601788,0.987406,-92.3125,366.319,98.3533,3.31403e-13,-3.96684e-14,1.29452e-15,3.45852,14.7896,-0.788624,1.72195e-15,-1.95674e-16,-8.22306e-16,1.66041,6.65842,-2.44508,0.191783,-0.0267756,-0.0214866,0.480273,4.41841,-1.85072,0.273766,-0.0326154,-0.08527,-0.424856,2.0952,-1.02653,0.0561887,-0.0147155,-0.0477456,-1.69818,1.99442,1.74398,5.42535e-16,1.88902e-16,1.25896e-15,0.803563,0.875287,0.109055,0.0490099,-0.0389514,0.000222257,0.472831,0.584611,0.157393,0.0311208,-0.0364665,-0.00564449,0.219401,0.0978743,0.301067,0.0139724,-0.0151585,-0.0061808
2.14,-8.52651e-14,-2.84217e-13,-1.98952e-13,-1.42109e-14,5.68434e-14,7.10543e-15,775.266,-1955.62,857.167,3.8271e-14,1.86406e-14,-3.09455e-15,798.801,-1545.77,-48.4419,81.8381,32.552,10.0918,1218.03,-4126.08,170.246,64.3821,11.5996,13.5642,1218.73,-4127.66,168.503,61.4998,1.26941,-215.759,640.369,-117.855,174.873,-1.88544,-4.58456,1.55122,-750.615,-2524.99,-2297.22,3.52749e-13,-1.73453e-13,-1.16085e-14,-483.711,-1082.02,3.23977,-191.184,70.077,3.54598,-4702.82,-5329.22,-678.985,-119.582,5.17588,21.7969,-4707.16,-5330.81,-679.128,-50.4857,-4.60064,-378.982,263.267,-1114.4,-188.747,6.87189,0.259532,5.76949,-82.0762,871.696,97.5632,-3.41754e-13,-3.21902e-14,3.84697e-14,4.75537,24.2268,-3.03089,8.7028e-16,-2.47496e-16,-6.39326e-16,3.30516,10.4256,-3.45172,0.149434,-0.0451371,-0.0182785,1.76527,6.67087,-2.39902,0.284394,-0.0760316,-0.0328616,0.335633,2.89233,-1.25408,0.0592999,-0.0240984,-0.0305866,-0.640228,2.97455,1.53607,-1.54252e-15,-1.83938e-16,3.2824e-16,-1.12267,-0.147708,-0.395322,0.0177687,-0.0176913,-0.00085754,-1.53843,-0.304008,-0.354643,0.0192433,-0.06496,0.0185785,-1.60931,-0.7379,-0.253809,0.0122467,-0.022917,-0.0104753
2.31,2.84495e-15,2.84217e-14,7.10543e-15,6.66134e-16,1.77636e-15,7.10543e-15,-71.7984,-847.706,218.975,1.4147e-15,-1.63377e-16,-6.13766e-16,4.84165,-804.879,-6.97996,1.69752,3.45694,1.33404,-9.70066,-1657.24,40.2993,12.2265,-3.225,2.11153,-9.6761,-1658.19,40.4535,12.5289,-5.11093,-74.8825,112.608,-24.042,37.1946,-0.342464,-0.600991,0.577217,169.134,-434.776,-355.745,5.78202e-15,1.87268e-15,-2.19088e-14,38.6153,-198.697,-23.9107,-13.1929,3.9818,1.89075,-631.494,-1137.07,-75.442,-5.27938,1.75939,0.986252,-632.787,-1137.06,-74.1405,3.47897,1.60463,-69.838,61.3726,-114.748,-23.3723,0.83147,0.200936,-0.148761,-10.2404,450.527,-26.9325,4.12982e-15,-8.61233e-15,-3.17793e-14,1.0253,20.7665,-3.53901,-2.92994e-16,8.68743e-17,1.62034e-16,-0.551008,11.2831,-1.77738,-0.0547113,0.00149175,0.0165929,-0.818956,7.64475,-1.12477,0.113684,0.0136529,-0.0460062,-1.06206,3.76714,-0.402992,0.0146193,-0.000782265,-0.046647,4.71149,13.7073,2.11011,3.40699e-16,1.1684e-16,-7.65077e-16,-2.36025,6.40814,0.835144,0.0342814,0.00679135,0.00534299,-3.1412,4.4125,0.399587,-0.0446529,-0.0479822,-0.125962,-3.53329,1.97406,-0.102017,0.00243494,-0.00749613,-0.0980679
2.51,5.68434e-14,-3.69482e-13,-3.33067e-14,-3.19744e-14,-7.10543e-15,-4.26326e-14,-908.673,-1763.27,15.3959,-3.32392e-14,1.62654e-14,-6.26918e-14,-907.392,-2230.67,-67.7146,-6.43284,15.4798,-0.585221,-1250.85,-2936.32,-0.556091,6.3473,5.71919,3.10787,-1252.15,-2937.5,0.42871,20.9887,-0.127149,-128.53,141.129,-52.6057,87.3723,-0.994378,-1.31312,1.79979,967.389,-1388.61,-1034.12,2.90717e-14,2.0948e-14,2.74814e-17,326.6,-818.952,-47.0718,-64.2657,0.740066,7.17127,631.184,-999.625,-80.9255,-48.8774,12.9126,2.06438,632.448,-999.955,-79.6541,-47.575,19.2702,-61.6516,173.023,7.62328,-36.6208,0.426324,0.841989,0.189733,-98.9581,502.652,47.2491,2.92145e-13,-3.41303e-14,2.58394e-14,-1.10463,20.5776,-2.33059,2.71422e-15,9.72336e-16,-2.25312e-15,-0.727483,4.69479,-0.958853,-0.00907348,0.0197307,-0.000131677,-1.30573,2.01936,-0.072886,-0.0705044,0.00897338,-0.209883,-1.30081,-0.502447,0.66891,-0.0542607,-0.0123124,-0.104807,1.64691,6.9725,3.13104,-7.5583e-17,8.43756e-16,1.91601e-16,1.56576,3.73824,-0.134691,0.231752,-0.0724681,0.0191121,0.926834,2.65136,-0.32561,0.157728,-0.0334567,0.0062085,0.118082,1.41756,-0.368925,0.0354844,-0.0106709,-0.0182438
2.56,0,-4.54747e-13,-1.91847e-13,-5.68434e-14,-2.13163e-14,2.84217e-14,-1300.76,-3078.82,118.277,2.788e-13,9.66072e-14,1.32729e-13,-1044.37,-2063.62,-18.399,-78.9344,33.485,-15.5296,-760.45,-2251.37,34.562,-27.2803,16.0169,-10.5018,-760.016,-2249.41,33.919,-19.9286,11.8714,-139.001,38.1562,-22.9939,29.9275,0.228644,-0.0885596,0.700891,1681.2,-2596.51,-2484.17,-6.842e-13,-1.71978e-13,-2.71385e-14,461.647,-1062.13,44.8585,-194.969,-57.7493,9.2811,2391.66,-4588.26,-281.345,-111.701,-14.337,14.5346,2392.17,-4592.86,-280.363,-99.379,10.1193,-270.905,948.942,-62.9075,-204.464,2.05271,5.89606,2.81422,-115.487,570.117,507.134,5.13576e-13,5.28233e-14,4.21552e-14,0.138221,50.1933,-1.41544,8.02389e-16,3.25887e-15,-1.49621e-15,-1.03568,9.77592,-3.84135,0.0570734,0.116948,-0.0534177,-2.46965,3.31588,-1.12751,-0.197679,0.0445737,-0.562789,-2.08219,-1.96659,1.34942,-0.142941,-0.0477845,-0.24127,-13.2557,-29.9907,11.7759,-1.91417e-14,3.60725e-15,-6.6136e-16,-4.88083,-12.597,-5.28304,1.23133,-0.454425,0.0941226,-2.15408,-7.97517,-4.90154,1.31073,-0.402794,0.154108,-0.223747,-3.43861,-3.70474,0.288348,-0.112767,0.0612718
2.61,-3.55271e-14,-5.68434e-14,2.84217e-14,2.84217e-14,0,-3.55271e-15,-1819.94,-4760.05,1067.17,4.08466e-13,-7.91587e-14,5.89908e-14,-1058.79,-1986.14,-56.1849,-165.776,48.4189,-10.4187,-1586.57,-4239.08,-172,-87.5255,34.7582,-28.2542,-1588.79,-4235.38,-168.637,-90.0892,46.7986,-294.102,201.654,-640.654,164.389,9.12161,2.55211,-2.7685,521.311,-3707.47,-1319.72,1.08706e-13,4.41144e-14,2.72233e-14,609.415,-1623.31,101.95,104.467,17.7841,0.521042,1399.56,-2445.11,140.244,55.6849,-6.3419,-3.4556,1397.57,-2447.47,141.922,78.4781,-2.29253,-165.385,483.433,-126.237,-63.5844,-1.01761,-6.31812,-3.53138,-86.355,1105.99,118.388,4.77013e-14,-1.16261e-13,1.13389e-13,0.788028,36.2192,-4.45745,-7.75783e-15,-8.00933e-16,-1.93067e-15,-1.03811,8.04773,-1.63372,-0.0167379,0.0313123,0.00199451,-2.0545,3.39333,-0.0949447,-0.137887,0.0108412,-0.359524,-2.09358,-0.946942,1.15196,-0.101432,-0.0218372,-0.177451,6.21604,20.0478,5.85752,-1.67321e-15,1.05644e-15,-1.31962e-16,3.92515,9.12691,0.12065,0.404654,-0.149731,0.0387389,2.28794,6.05445,-0.326925,0.240075,-0.0700637,0.0152158,0.520003,2.77994,-0.589819,0.0573361,-0.021813,-0.0279432
2.68,-7.10543e-14,3.73035e-13,-7.81597e-14,2.13163e-14,0,-1.42109e-14,-190.773,-1593.4,1485.85,-1.22183e-13,8.51477e-14,2.88742e-14,53.2743,-540.042,13.1366,79.0131,-20.8915,6.59655,-1894.6,-1703.3,151.151,58.3475,2.72571,16.024,-1896.27,-1702.11,149.087,45.9241,3.58371,-128.907,36.8396,-512.031,102.633,-3.73352,0.448975,1.31763,136.425,-1427.69,-254.288,-4.42528e-14,-1.29487e-14,8.87733e-14,491.005,-1430.11,89.5161,2.53323,-1.91485,0.390678,232.016,-1346.4,-69.0267,-19.6854,7.2631,0.0307202,232.892,-1347.1,-68.211,-11.5644,12.3195,-70.8833,128.461,-31.0031,-22.8932,0.358699,0.784346,0.540172,150.986,936.27,-89.9684,-3.49153e-14,2.40362e-14,-1.23828e-13,4.37151,31.496,-6.44389,-5.22009e-16,-4.01539e-16,-1.44841e-15,-3.02497,10.3161,-0.172404,-0.0557612,-0.00912505,0.03036,-3.37669,5.87326,0.710783,-0.0554176,0.0354024,-0.249645,-3.13258,1.25459,1.35831,-0.0680188,0.00030408,-0.142408,18.7499,51.6796,4.71356,5.28864e-16,8.02618e-16,6.5409e-17,5.91011,24.4675,4.1011,-0.0947159,0.0124,-0.015852,2.69787,16.0292,2.85247,-0.434224,0.0660537,-0.123861,-0.175727,7.26873,1.39968,-0.0834754,0.0206823,-0.101038
