time,p_x,p_y,p_z,f_x,f_y,f_z,tau_x,tau_y,tau_z
8.27,0.00213745,0.000296288,-0.0168387,0.099074,1.38575,-0.153315,0,-0.225031,0
8.31,-0.0159108,0.000717319,-0.239229,6.19993,-39.4458,-2.78552,0,0.640524,0
8.39,0.0929168,-0.017382,1.82567,-34.3704,240.67,17.2433,0,-5.77609,0
8.56,-0.032573,-0.0215117,2.58765,-48.5905,542.456,-47.6791,0,-0.843236,0
8.7,-0.188147,-0.0217745,2.67247,22.1275,448.385,-38.7109,0,-2.9546,0
8.74,-0.248269,-0.0219034,2.68191,60.6853,539.004,-38.2069,0,-6.69032,0
8.78,-0.311727,-0.0219921,2.6936,124.783,663.973,-38.142,0,-11.3173,0
8.85,-0.425744,-0.0240356,2.76789,154.444,488.306,-18.202,0,-6.44942,0
9.05,-0.00803553,-3.52915e-05,0.0431286,5.90255,14.402,-0.364844,0,-0.43395,0
9.11,-0.00449001,-0.000400211,0.0253727,-1.01288,-5.58465,0.39577,0,0.289693,0
9.16,0.00672901,0.000323434,-0.0405701,-1.83184,-3.00148,-0.0599585,0,-0.0148938,0
9.2,-0.0247039,0.000887673,-0.376379,2.17236,-39.8968,-3.29191,0,0.479087,0
9.28,0.115554,-0.0174608,1.56199,-28.0357,231.5,14.7292,0,-1.73462,0
9.38,0.132693,-0.0222393,2.80729,-163.575,750.887,-49.0642,0,8.16357,0
9.48,-0.00876364,-0.0220536,2.65049,-27.1295,447.085,-44.8256,0,-0.374326,0
9.6,-0.129452,-0.0217895,2.67549,14.9481,461.311,-36.1328,0,-3.02461,0
9.65,-0.211749,-0.0219684,2.69005,89.4017,619.727,-43.0871,0,-12.2271,0
9.7,-0.343198,-0.0250252,3.07222,153.688,605.242,-39.8659,0,-12.5456,0
9.85,0.0228528,0.00135433,-0.166433,-11.344,-27.7032,1.83744,0,0.730874,0
10.06,0.00198868,0.00367525,-0.0166882,0.163133,1.71277,-0.165551,0,-0.185424,0
10.12,0.0138881,-0.00550709,0.386462,14.5968,-15.3226,4.05048,0,-0.163868,0
10.16,0.103621,-0.0152248,1.55736,-26.7357,187.466,11.1568,0,-0.913196,0
10.27,0.148324,-0.0222637,2.75039,-152.934,702.631,-44.4927,0,5.16714,0
10.35,0.00629859,-0.0217014,2.61495,-32.0471,506.577,-52.923,0,0.58654,0
10.41,-0.0611678,-0.0222082,2.70841,-0.205597,403.025,-41.5669,0,-3.07309,0
10.47,-0.118959,-0.0217829,2.66757,5.77381,431.338,-39.2876,0,-3.95672,0
10.51,-0.16669,-0.0218616,2.67373,37.5088,524.847,-38.1507,0,-8.35265,0
