time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
0.9,-0.236972,-0.181064,-0.598647,-0.0802541,0.242416,0.0143028,3.47932,0.723385,0.117476,2.10732,2.75386,3.45059e-06,0,-2.85694,-0.244417,-1.22063,2.17639,0.0687766,-3.63461e-07,0,0.141962,0.124966,0.0613964,-1.07247,-0.275952,0.178,-3.49562,0.181858,1.72423e-07,3.6525e-06,-0.134197,0.116661,0.0687373,0.0418046,0.0469256,-2.74692e-07,-6.38637e-06
0.94,-0.360459,0.256235,0.0244335,-0.0672532,0.0921279,-0.0109059,2.45274,-0.041921,-0.384268,4.80049,0.579309,5.08361e-06,0,-2.3796,0.301601,-1.03283,1.65579,-0.305222,6.23018e-06,0,0.262475,-0.203315,-0.365086,-1.45275,-0.357376,-0.352115,-3.08623,0.0582194,1.66282e-06,5.59286e-06,0.199941,-0.0752718,-0.212345,-0.0571828,0.0321113,-5.38475e-06,3.17409e-06
0.98,-0.209567,0.591997,0.564935,-0.0223966,-0.054069,-0.0188574,0.967669,-0.779007,-0.70886,7.08821,-0.106007,8.40133e-06,0,-2.52289,0.650322,-0.433975,1.49436,-0.416023,9.69927e-06,0,0.111378,-0.454671,-0.760517,-1.45728,-0.0921396,-0.944811,-3.13662,-0.170506,1.77587e-06,-1.46789e-06,0.318647,-0.200862,-0.336989,-0.00322035,-0.0379371,-5.07434e-06,7.57644e-06
1.03,0.336048,0.35477,0.670405,0.055563,-0.198149,0.0209559,-0.763252,-0.620533,-0.769702,7.48399,-0.462701,6.27038e-06,0,-3.18109,0.263242,0.463299,1.29635,-0.813812,3.62487e-07,0,-0.354539,-0.237302,-0.746763,-1.00619,0.24124,-1.43302,-3.27199,-0.198436,1.36611e-06,-3.04505e-06,0.123576,-0.198696,-0.177774,0.0783325,-0.0938931,5.15557e-07,-4.23473e-06
1.08,0.496237,-0.113395,1.00856,0.124303,-0.273655,0.0564226,-1.15979,-0.119607,-1.2831,3.23367,-0.538148,-3.52108e-06,0,-2.5325,-0.800205,0.839646,-0.264919,-1.18077,7.9735e-07,0,-0.422659,0.321037,-0.901043,-0.813266,0.0533869,-1.03188,-2.17302,-0.032994,-1.65097e-06,8.39319e-07,-0.105503,-0.326257,-0.397517,0.120647,-0.168326,4.34214e-06,-1.47133e-06
1.18,0.185545,-1.2398,0.644095,0.146019,-0.057132,0.13761,-0.296503,1.37167,0.660172,-3.4345,-0.359239,-2.21412e-06,0,1.90993,-1.72693,1.24014,-5.85419,-4.24987,-5.62039e-06,0,-0.0648514,1.41396,0.0365604,0.72441,-0.0588734,-0.317125,-0.903053,0.114359,5.61149e-08,-2.64608e-06,-0.837904,-0.0410994,-1.31309,-0.0414622,-0.273101,-6.16243e-07,2.1152e-06
1.29,-0.486168,-0.800416,-0.123255,-0.201466,0.230146,0.096415,-1.84692,1.25355,-0.0211591,1.02981,1.86894,-1.48974e-06,0,5.33321,-0.08614,-0.102173,-4.23701,3.25138,-2.14635e-06,0,0.256272,0.629217,0.524997,2.40538,0.107686,0.628922,1.76536,0.720431,-9.15306e-07,-3.44832e-07,-2.29635,-0.660873,-2.18666,-0.776728,-0.248837,3.11093e-07,2.50511e-07
1.35,-0.459252,0.0417691,0.117222,-0.204323,0.207486,0.0820652,-2.51376,0.163422,-0.404533,2.05923,0.735575,2.47776e-06,0,3.50267,0.532181,0.567757,1.87491,3.81882,2.09371e-06,0,0.278271,-0.303558,-0.037782,1.92353,0.563303,0.490623,3.27153,0.368329,-5.24805e-06,6.9256e-07,-2.99174,-0.656103,-2.11561,-0.633016,0.188289,3.37599e-06,2.7776e-06
1.4,-0.363634,-0.125041,-0.145513,-0.14118,0.0242949,0.0611568,-2.44874,0.332204,-0.316079,1.86443,0.242002,2.29543e-06,0,2.00373,-0.125423,0.259209,5.15933,1.11466,5.34911e-06,0,0.363856,-0.130559,0.256125,1.12866,0.463193,0.502953,4.62994,0.0461535,3.67407e-06,-4.24935e-06,-2.88997,0.0580835,-2.12926,-0.425508,0.0949167,1.51759e-06,-2.68974e-07
1.46,0.126233,-0.153119,-0.792399,-0.0647113,-0.198931,0.028642,-2.7441,0.266455,0.031581,1.10295,0.681612,-1.0319e-06,0,0.216806,-0.798279,-0.66263,6.74527,-0.278733,4.8151e-06,0,-0.124883,-0.0646479,1.06369,0.499321,-0.134757,0.799776,5.74705,-0.128016,-2.51169e-06,3.6015e-06,-2.1305,0.67997,-1.642,-0.484063,-0.164227,-6.09871e-06,2.6476e-07
