time,ground_pelvis_on_pelvis_in_ground_fx,ground_pelvis_on_pelvis_in_ground_fy,ground_pelvis_on_pelvis_in_ground_fz,ground_pelvis_on_pelvis_in_ground_mx,ground_pelvis_on_pelvis_in_ground_my,ground_pelvis_on_pelvis_in_ground_mz,hip_r_on_femur_r_in_ground_fx,hip_r_on_femur_r_in_ground_fy,hip_r_on_femur_r_in_ground_fz,hip_r_on_femur_r_in_ground_mx,hip_r_on_femur_r_in_ground_my,hip_r_on_femur_r_in_ground_mz,knee_r_on_tibia_r_in_ground_fx,knee_r_on_tibia_r_in_ground_fy,knee_r_on_tibia_r_in_ground_fz,knee_r_on_tibia_r_in_ground_mx,knee_r_on_tibia_r_in_ground_my,knee_r_on_tibia_r_in_ground_mz,ankle_r_on_talus_r_in_ground_fx,ankle_r_on_talus_r_in_ground_fy,ankle_r_on_talus_r_in_ground_fz,ankle_r_on_talus_r_in_ground_mx,ankle_r_on_talus_r_in_ground_my,ankle_r_on_talus_r_in_ground_mz,subtalar_r_on_calcn_r_in_ground_fx,subtalar_r_on_calcn_r_in_ground_fy,subtalar_r_on_calcn_r_in_ground_fz,subtalar_r_on_calcn_r_in_ground_mx,subtalar_r_on_calcn_r_in_ground_my,subtalar_r_on_calcn_r_in_ground_mz,mtp_r_on_toes_r_in_ground_fx,mtp_r_on_toes_r_in_ground_fy,mtp_r_on_toes_r_in_ground_fz,mtp_r_on_toes_r_in_ground_mx,mtp_r_on_toes_r_in_ground_my,mtp_r_on_toes_r_in_ground_mz,hip_l_on_femur_l_in_ground_fx,hip_l_on_femur_l_in_ground_fy,hip_l_on_femur_l_in_ground_fz,hip_l_on_femur_l_in_ground_mx,hip_l_on_femur_l_in_ground_my,hip_l_on_femur_l_in_ground_mz,knee_l_on_tibia_l_in_ground_fx,knee_l_on_tibia_l_in_ground_fy,knee_l_on_tibia_l_in_ground_fz,knee_l_on_tibia_l_in_ground_mx,knee_l_on_tibia_l_in_ground_my,knee_l_on_tibia_l_in_ground_mz,ankle_l_on_talus_l_in_ground_fx,ankle_l_on_talus_l_in_ground_fy,ankle_l_on_talus_l_in_ground_fz,ankle_l_on_talus_l_in_ground_mx,ankle_l_on_talus_l_in_ground_my,ankle_l_on_talus_l_in_ground_mz,subtalar_l_on_calcn_l_in_ground_fx,subtalar_l_on_calcn_l_in_ground_fy,subtalar_l_on_calcn_l_in_ground_fz,subtalar_l_on_calcn_l_in_ground_mx,subtalar_l_on_calcn_l_in_ground_my,subtalar_l_on_calcn_l_in_ground_mz,mtp_l_on_toes_l_in_ground_fx,mtp_l_on_toes_l_in_ground_fy,mtp_l_on_toes_l_in_ground_fz,mtp_l_on_toes_l_in_ground_mx,mtp_l_on_toes_l_in_ground_my,mtp_l_on_toes_l_in_ground_mz,back_on_torso_in_ground_fx,back_on_torso_in_ground_fy,back_on_torso_in_ground_fz,back_on_torso_in_ground_mx,back_on_torso_in_ground_my,back_on_torso_in_ground_mz,acromial_r_on_humerus_r_in_ground_fx,acromial_r_on_humerus_r_in_ground_fy,acromial_r_on_humerus_r_in_ground_fz,acromial_r_on_humerus_r_in_ground_mx,acromial_r_on_humerus_r_in_ground_my,acromial_r_on_humerus_r_in_ground_mz,elbow_r_on_ulna_r_in_ground_fx,elbow_r_on_ulna_r_in_ground_fy,elbow_r_on_ulna_r_in_ground_fz,elbow_r_on_ulna_r_in_ground_mx,elbow_r_on_ulna_r_in_ground_my,elbow_r_on_ulna_r_in_ground_mz,radioulnar_r_on_radius_r_in_ground_fx,radioulnar_r_on_radius_r_in_ground_fy,radioulnar_r_on_radius_r_in_ground_fz,radioulnar_r_on_radius_r_in_ground_mx,radioulnar_r_on_radius_r_in_ground_my,radioulnar_r_on_radius_r_in_ground_mz,radius_hand_r_on_hand_r_in_ground_fx,radius_hand_r_on_hand_r_in_ground_fy,radius_hand_r_on_hand_r_in_ground_fz,radius_hand_r_on_hand_r_in_ground_mx,radius_hand_r_on_hand_r_in_ground_my,radius_hand_r_on_hand_r_in_ground_mz,acromial_l_on_humerus_l_in_ground_fx,acromial_l_on_humerus_l_in_ground_fy,acromial_l_on_humerus_l_in_ground_fz,acromial_l_on_humerus_l_in_ground_mx,acromial_l_on_humerus_l_in_ground_my,acromial_l_on_humerus_l_in_ground_mz,elbow_l_on_ulna_l_in_ground_fx,elbow_l_on_ulna_l_in_ground_fy,elbow_l_on_ulna_l_in_ground_fz,elbow_l_on_ulna_l_in_ground_mx,elbow_l_on_ulna_l_in_ground_my,elbow_l_on_ulna_l_in_ground_mz,radioulnar_l_on_radius_l_in_ground_fx,radioulnar_l_on_radius_l_in_ground_fy,radioulnar_l_on_radius_l_in_ground_fz,radioulnar_l_on_radius_l_in_ground_mx,radioulnar_l_on_radius_l_in_ground_my,radioulnar_l_on_radius_l_in_ground_mz,radius_hand_l_on_hand_l_in_ground_fx,radius_hand_l_on_hand_l_in_ground_fy,radius_hand_l_on_hand_l_in_ground_fz,radius_hand_l_on_hand_l_in_ground_mx,radius_hand_l_on_hand_l_in_ground_my,radius_hand_l_on_hand_l_in_ground_mz
1.81,3.55271e-15,-1.42109e-14,-2.84217e-14,-1.77636e-15,-2.22045e-15,4.44089e-15,-186.18,-1479.72,344.263,-7.11502e-15,5.72694e-16,-5.48887e-15,-6.38149,-1025.73,-24.5697,-11.0414,2.97144,-1.3558,17.5552,-1225.57,32.2151,13.2693,-2.19568,3.54358,18.1245,-1226.22,32.5892,18.9901,-3.55688,-55.3509,107.852,-13.2491,46.4706,-0.322353,-0.855498,1.36996,42.834,-288.317,-159.542,-3.04168e-15,-1.35451e-15,8.70783e-15,68.0197,-219.413,7.37099,0.216548,1.15908,0.825077,-280.266,-621.098,-43.5678,8.1801,-2.53223,-1.58244,-281.756,-621.001,-43.3233,12.645,-1.8809,-38.919,48.7767,-80.1325,-17.3844,0.28825,-0.0375826,-0.290006,-4.99041,507.693,7.37638,1.40232e-14,1.44207e-16,9.99709e-15,-0.555379,27.3536,-3.94661,3.35916e-17,2.88928e-17,5.09614e-17,-1.62249,12.978,-2.1127,-0.0257984,-0.000409244,0.00829637,-1.47198,8.38512,-1.32872,0.153448,0.0258017,-0.0547961,-1.2018,3.68097,-0.511378,0.0242384,0.000926428,-0.0436733,2.88213,20.5853,3.57515,-4.20816e-16,5.01485e-17,6.80428e-16,-1.23214,8.40907,1.39717,0.0197798,-0.00645273,0.00371564,-1.7594,5.22898,0.696345,-0.0621847,-0.0257065,-0.144846,-1.91439,1.89641,-0.0156105,0.00377219,0.000317956,-0.086262
1.85,-7.10543e-15,-7.10543e-14,-1.77636e-15,-8.88178e-16,-5.55112e-16,-4.44089e-15,-273.013,-1540.18,333.3,1.53956e-14,-1.01654e-15,1.98663e-15,-58.7165,-1126.89,-53.738,-17.6664,3.37379,-2.85916,-34.1674,-1233.21,16.0294,1.95656,-1.21241,0.380967,-33.961,-1234.15,16.7727,8.69972,-2.07363,-57.1271,85.4116,-10.6264,39.0213,-0.296335,-0.69903,1.07085,-8.42382,-341.16,-106.967,4.48283e-15,3.0806e-15,-1.07571e-15,51.3585,-163.291,5.24268,8.35728,-2.4288,0.488575,-70.241,-584.987,-28.6447,14.5409,-5.69376,-2.50772,-71.3472,-585.683,-29.058,17.5579,-4.45451,-35.0781,39.2247,-37.692,-10.0438,-0.272316,-0.416544,-0.609045,8.45148,490.28,-7.39487,1.09239e-14,1.32218e-15,-2.56497e-15,-1.83439,25.4473,-3.87102,-1.06346e-16,-1.77772e-17,8.0063e-18,-2.60167,11.9427,-1.77687,-0.0313958,-0.00362061,0.0114001,-2.10191,7.69292,-1.08792,0.13086,0.0352734,-0.0577868,-1.47416,3.32785,-0.372804,0.0183049,0.00262472,-0.0435172,4.15673,21.9045,3.30149,1.92188e-16,-3.44654e-17,-3.36891e-16,-0.74786,9.78323,1.65139,-0.00112377,-0.0113306,-0.00225488,-1.47347,6.31202,0.943569,-0.1106,-0.0306927,-0.140832,-1.844,2.632,0.177531,-0.00848963,-0.00177594,-0.0856519
1.89,0,2.84217e-14,6.21725e-15,0,-2.22045e-16,-3.55271e-15,-324.741,-1451.16,280.915,1.84376e-16,1.034e-15,-1.58658e-17,-137.059,-1205.32,-56.763,-13.843,2.73933,-1.53155,-108.635,-1402.44,4.89836,7.9404,-2.64224,2.3475,-108.225,-1403.47,5.67745,16.3561,-3.35999,-60.9289,102.961,-3.4739,51.8316,-0.391485,-1.01823,1.87172,24.7664,-306.357,-105.149,2.04991e-14,5.6101e-15,-1.12486e-14,45.7114,-152.855,-17.5975,4.36589,-1.59776,0.852403,61.2589,-494.837,-40.2494,3.11023,-1.75033,-0.391934,61.2303,-496.049,-39.8962,4.35533,0.62073,-27.7721,43.6655,-17.7387,-12.3296,-0.194424,-0.370121,-0.241952,-7.57278,447.728,-5.77268,-9.0028e-15,1.1234e-15,-2.04236e-16,-2.8302,20.9546,-3.23849,1.31707e-16,7.70376e-18,-4.09292e-18,-2.94026,9.70663,-1.28855,-0.032157,-0.00632245,0.0131148,-2.29107,6.22925,-0.749937,0.0956467,0.0358913,-0.0566803,-1.51571,2.6405,-0.19414,0.010352,0.00281231,-0.0403054,4.18407,19.6366,2.56525,-4.21189e-17,2.90797e-17,-2.60848e-16,0.109918,9.51199,1.58156,-0.0115551,-0.0093784,-0.004123,-0.723134,6.31636,0.993454,-0.132352,-0.0189819,-0.106719,-1.31614,2.89116,0.328797,-0.0182014,-0.000865263,-0.0695605
1.92,1.42109e-14,7.10543e-15,0,-3.10862e-14,-6.21725e-15,1.42109e-14,-343.071,-1357.09,214.58,3.33753e-16,-4.99214e-15,6.24427e-14,-232.372,-1507.92,-79.0755,-6.60725,3.29405,1.4347,-234.629,-1959.49,-35.2368,15.7051,-3.62675,5.27432,-234.846,-1960.74,-34.9443,26.319,-3.27202,-80.3854,161.03,-31.8101,79.7471,-0.695597,-1.32897,1.43904,226.144,-420.237,-160.387,1.15021e-14,-3.72011e-16,-6.05222e-14,92.7002,-311.445,-32.5053,-0.261985,1.10655,2.21741,89.2238,-390.067,-35.6022,-1.79364,1.66435,0.0786341,90.0761,-390.932,-35.1124,-1.51986,3.67765,-21.1096,36.6901,-8.85479,-10.661,-0.0408892,-0.208753,-0.2266,-80.8824,402.157,-9.82821,8.13596e-15,-2.16862e-15,8.72473e-15,-3.90162,16.0732,-2.75849,-5.31153e-16,5.16375e-17,1.01372e-15,-2.48132,7.58221,-0.828704,-0.0753784,-0.0225361,0.0341011,-1.96182,4.86536,-0.370784,0.0235105,0.0100809,-0.0375307,-1.35369,2.00527,0.0637568,-0.00643496,-0.00202487,-0.0353643,2.50927,14.5457,1.72893,-4.35235e-16,-9.57163e-17,-1.86765e-16,0.771833,7.27417,1.18756,0.00385089,-0.00723887,-0.000131014,-0.0701345,4.91542,0.751018,-0.0938693,-0.00395901,-0.0730114,-0.782484,2.35092,0.267094,-0.013391,0.000935122,-0.0517331
1.96,0,-7.10543e-14,-1.42109e-14,1.42109e-14,-5.32907e-15,2.13163e-14,-399.753,-1371.62,181.359,4.84447e-14,-1.27117e-14,9.25383e-14,-351.442,-1688.75,-95.1765,-5.10577,3.61015,1.97827,-387.589,-2258.64,-49.8158,18.7891,-5.48724,6.59991,-387.732,-2260.26,-49.4635,31.8375,-5.42569,-91.0278,187.48,-36.3811,98.7534,-0.891534,-1.59754,2.07116,341.105,-706.305,-213.394,6.72292e-15,1.03727e-14,-4.19328e-14,153.765,-474.75,-40.0783,2.46367,1.32402,1.50617,148.883,-339.159,-34.6771,0.939816,1.25482,-0.410834,150.297,-339.407,-34.3416,0.582867,3.13339,-20.0123,37.9142,-3.09777,-11.1294,0.00700541,-0.298069,-0.302394,-127.973,359.737,-22.3792,-1.26555e-14,2.04785e-15,1.72311e-13,-4.49815,12.0478,-2.26367,-3.09137e-16,4.07601e-17,7.42185e-17,-2.02177,5.74899,-0.467492,-0.0947524,-0.0372647,0.0485185,-1.63854,3.66913,-0.0758484,-0.0235287,-0.0138063,-0.0252148,-1.192,1.42323,0.260997,-0.0177449,-0.00692897,-0.0320609,1.08591,9.61573,0.975077,2.55866e-16,-1.47188e-16,6.78171e-16,1.10576,4.87461,0.772903,0.0117179,-0.00671513,0.00151891,0.359428,3.34604,0.49515,-0.0573882,0.00450269,-0.0439751,-0.333841,1.66271,0.192274,-0.00847394,0.00174767,-0.0341909
1.99,-5.68434e-14,1.49214e-13,5.32907e-15,2.84217e-14,5.32907e-15,-7.10543e-15,-516.703,-1375.62,234.397,1.19129e-13,-4.3857e-14,-4.98523e-14,-431.273,-1816.47,-105.777,-3.17714,4.69312,1.60753,-564.047,-2524.16,-79.6445,16.4109,-4.54527,6.26274,-565.13,-2527,-79.1223,31.213,-4.3549,-101.814,154.155,-37.7339,83.6876,-0.759527,-1.16133,1.46994,-8.75087,-1743.63,-385.677,4.08015e-14,5.26505e-14,1.42196e-14,158.169,-493.483,-34.1939,60.1939,-3.65387,-5.37043,434.881,-418.659,-41.2258,44.7961,-16.3771,-3.89013,436.134,-417.881,-40.7451,44.2421,-13.5429,-38.9923,109.03,3.60507,-34.6603,0.0106135,-1.39275,-0.680638,-101.289,339.195,-133.098,-1.28364e-13,2.95662e-14,1.19018e-13,-2.73864,2.32013,-3.23199,-2.68351e-15,-9.78991e-16,-2.07445e-16,-0.348793,1.93591,0.560429,-0.228018,-0.116324,0.129246,-0.162373,1.44727,0.660116,-0.170908,-0.115996,0.109057,-0.217861,0.637434,0.613168,-0.0444718,-0.0233972,0.0108093,4.22281,18.4154,-0.851802,-1.9342e-15,5.27979e-16,7.54456e-16,2.06697,8.41552,1.93193,-0.217671,0.033268,-0.0355594,0.699328,5.54349,1.51111,-0.315608,0.0365281,-0.102963,-0.379478,2.55267,0.891002,-0.0644258,0.012827,-0.054689
2.03,-2.84217e-14,2.13163e-14,-2.4869e-14,-1.42109e-14,-5.32907e-15,-3.55271e-15,-632.521,-1441.82,204.133,6.4893e-14,-2.11097e-14,2.91583e-14,-572.523,-1940.55,-120.253,-2.74229,6.45335,1.2964,-780.473,-2590.36,-85.5695,11.2027,-2.30868,4.72107,-781.313,-2593.34,-84.3311,27.0017,-3.19927,-108.324,154.833,-41.9591,87.2141,-0.911653,-1.25452,1.94668,38.2633,-1829.43,-417.327,-1.31386e-15,-7.32853e-15,-3.04829e-15,163.381,-516.509,-21.694,62.734,16.1709,-5.44755,651.332,-562.747,-42.6949,42.441,-0.416777,-6.28998,651.676,-561.849,-40.8029,42.1385,3.3461,-56.5452,154.982,7.48484,-38.7266,0.164987,-2.39694,-0.90481,-28.1871,414.427,-187.71,-3.10784e-13,3.68793e-14,1.6293e-14,-2.37562,4.19445,-3.74583,2.79968e-15,1.14222e-15,1.06048e-15,-0.884933,2.34719,0.625921,-0.200673,-0.119773,0.124949,-0.471496,1.68493,0.661483,-0.137474,-0.110353,0.106494,-0.313268,0.701639,0.559544,-0.0361624,-0.0220311,0.0107538,9.25058,30.2795,-0.958224,-4.55765e-15,8.32692e-16,-7.87327e-17,3.79449,13.5864,2.76488,-0.299247,0.0688579,-0.0413542,1.69612,8.81107,2.17283,-0.464589,0.0854756,-0.10499,-0.0593987,3.9244,1.32536,-0.0975015,0.0256447,-0.0628109
2.06,2.84217e-14,2.27374e-13,8.88178e-16,-7.10543e-15,2.66454e-15,-2.4869e-14,-683.47,-1740.93,67.325,-4.47208e-14,-7.12938e-15,3.77369e-14,-667.387,-1945.1,-90.0116,-11.9952,11.4054,-1.15194,-968.911,-2527.28,-75.835,7.51568,-0.514293,3.29999,-968.953,-2527.83,-75.0807,21.8934,-2.43558,-108.819,116.775,-40.6247,70.1023,-0.80505,-1.06933,1.56112,581.238,-1088.68,-1141.78,6.0039e-14,1.09592e-14,1.71393e-14,133.296,-468.481,-29.9619,-70.1735,6.47725,8.253,508.839,-931.101,-67.6943,-59.6622,15.1873,5.44474,509.335,-932.408,-65.8842,-60.0635,19.5135,-51.746,251.558,5.91038,-67.1563,0.562141,1.22247,0.803371,-32.6195,469.972,66.45,7.95033e-15,6.92767e-16,-3.28681e-15,-7.42338,30.8767,-2.07522,-2.40091e-15,-5.57175e-16,4.82193e-16,-6.27811,11.2501,-1.45672,0.106255,0.0828601,-0.0747034,-4.9995,6.49693,-0.668496,0.159286,0.15461,-0.270306,-3.06148,1.95912,0.142827,0.006056,0.0161643,-0.110408,3.96889,12.7524,3.67589,2.15584e-15,-2.90899e-16,3.8632e-16,1.91398,6.04283,0.074135,0.252931,-0.0732378,0.0314177,1.14073,3.97887,-0.199802,0.144463,-0.0320602,0.023997,0.271234,1.80329,-0.354417,0.034487,-0.0106682,-0.0116129
2.11,-3.55271e-15,2.84217e-14,-3.55271e-14,0,3.55271e-15,-1.42109e-14,-685.35,-1476.78,266.679,-4.38417e-15,-4.72426e-15,-1.95805e-14,-454.389,-1248.4,-28.9586,28.7724,0.331193,7.07264,-1163.99,-2449.84,-3.9621,25.9276,-5.72891,9.9039,-1164.24,-2450.54,-3.69943,35.1744,-9.75268,-114.639,234.444,-165.512,131.667,-1.69756,-1.26364,2.01571,608.07,-1302.6,-1047.18,-3.73206e-14,-3.3269e-15,2.75226e-15,242.427,-632.17,23.8824,-85.3592,-19.2248,5.12075,892.907,-2150.51,-109.176,-53.3577,-3.68035,7.98633,892.796,-2152.64,-108.42,-48.9437,4.74087,-119.003,467.143,-53.6941,-114.585,1.1343,2.97376,1.51385,25.1982,524.142,91.0106,1.96341e-13,-6.04833e-14,4.40312e-15,-6.75403,37.2407,-3.02358,1.00059e-15,1.74613e-15,-1.89421e-15,-7.19192,12.7378,-1.66693,0.121301,0.103304,-0.0905656,-5.84556,7.1362,-0.630522,0.14859,0.178473,-0.34803,-3.59018,1.88486,0.3967,-0.00807588,0.0149172,-0.140104,6.88379,18.8493,4.72789,2.52576e-15,-1.29558e-15,6.143e-16,2.8556,8.75255,0.163009,0.319765,-0.101383,0.0352473,1.72941,5.68589,-0.196206,0.166569,-0.0435101,0.0357938,0.505306,2.50501,-0.416305,0.0397417,-0.0140522,-0.0119083
2.16,7.10543e-15,-2.55795e-13,4.26326e-14,-1.42109e-14,-3.55271e-15,-1.42109e-14,-1349.03,-4424.68,1048.07,-2.54506e-13,1.01799e-13,-8.2291e-14,-792.628,-1853.47,-103.838,-151.454,28.7194,-14.341,-651.767,-3911.36,-126.614,-77.0077,29.3687,-25.47,-654.137,-3908.7,-124.29,-74.7579,36.7262,-257.525,320.276,-504.28,172.427,7.32521,4.46883,-2.86208,339.655,-3085.02,-1147.81,-1.01345e-13,-9.98863e-15,8.25103e-14,237.982,-1096.06,49.1375,91.1516,12.7401,0.549504,1137.46,-2048.39,124.086,52.314,-9.98578,-2.5068,1136.39,-2050.44,124.5,71.7414,-7.21692,-137.221,362.056,-88.3936,-50.1523,-0.921287,-4.6699,-2.2485,-185.753,523.89,105.016,5.25281e-13,-7.93822e-14,6.97786e-13,-5.72042,23.0888,-1.63706,-5.25279e-15,-2.3993e-15,2.54822e-16,-3.08782,7.81866,-1.30725,0.0275664,0.038413,-0.0243535,-2.92743,4.24941,-0.355851,0.0241378,0.0575049,-0.229084,-2.15679,0.800802,0.513114,-0.0296621,-0.0039419,-0.104952,-2.35015,-0.480799,3.75582,-4.32028e-16,1.43476e-16,-1.1159e-15,0.464231,-0.248849,-0.997749,0.361258,-0.111592,0.03628,0.312506,-0.0318819,-1.05668,0.334532,-0.0782423,0.0203594,-0.000173019,0.064303,-0.913464,0.0759719,-0.0241149,-0.00475358
2.29,7.10543e-15,-1.56319e-13,-1.06581e-14,7.10543e-15,-5.32907e-15,9.76996e-15,-130.958,-726.55,135.531,-3.68603e-15,4.175e-15,3.99457e-14,33.8431,-366.6,3.68442,-18.1569,5.16187,-1.21514,-165.116,-388.659,-34.1371,-9.17855,0.499475,-3.12338,-166.117,-388.092,-34.3038,-8.74222,2.52572,-27.8321,26.3082,-101.169,21.1268,0.983859,0.306546,-0.634534,24.1743,-1424.82,-410.435,-3.22853e-14,-7.73036e-17,5.42579e-15,98.6408,-1024.86,32.29,13.6653,1.93994,0.00252398,20.7704,-786.532,-21.2286,-5.64655,4.8945,-0.590584,20.8275,-787.97,-21.2139,-0.77012,6.0674,-37.8189,26.6075,-1.57578,-3.13524,-0.00230475,0.126301,0.280059,31.9389,473.402,39.7458,6.27254e-15,-1.14971e-14,4.13524e-14,-0.570815,30.2497,-3.37195,-1.6067e-16,-2.16719e-16,4.88315e-16,-3.91488,12.1289,-1.7019,0.0704816,0.0395338,-0.0366074,-3.61562,7.41321,-0.873272,0.165186,0.0981497,-0.220298,-2.73164,2.68218,0.014826,0.00903024,0.0103766,-0.104584,5.76757,25.4981,4.78845,-8.78812e-16,-6.52886e-17,6.94726e-17,1.43156,12.3727,1.6815,0.128796,-0.0171927,0.0263292,0.462189,8.13272,0.981206,-0.0566252,0.00278147,-0.0307047,-0.478572,3.66054,0.293393,-0.00358024,0.00191958,-0.0454895
2.41,3.55271e-15,2.84217e-14,-1.06581e-14,-4.44089e-16,-1.33227e-15,-3.55271e-15,65.8142,-249.624,156.713,-1.50231e-14,-1.13047e-15,-3.23658e-15,59.2679,-188.909,16.5398,5.19002,-2.11718,2.3714,-27.248,-157.116,7.60563,8.37831,-4.0687,2.47293,-27.545,-158.038,6.76581,9.15021,-4.57862,-5.51025,47.1178,-23.7199,22.4715,-0.24021,-0.314189,0.214632,-154.597,-1164.1,-232.221,-7.03769e-15,1.54166e-15,1.42458e-14,-116.414,-1281.97,31.2813,5.92932,3.52532,1.56004,-162.296,-1614.81,13.1677,-13.186,8.57834,0.388613,-161.593,-1615.68,13.0927,-7.12731,7.34215,-71.8582,107.992,-9.38782,-27.8714,0.118997,0.907285,1.56726,33.2564,456.297,16.2552,1.38813e-14,-2.70964e-15,-2.45763e-15,1.83539,27.2251,-3.43258,9.38965e-16,7.27743e-18,-3.27228e-16,-1.4495,12.5354,-2.28208,0.0631711,0.0100772,-0.0234948,-1.57795,8.05994,-1.47936,0.216619,0.0381496,-0.115391,-1.4458,3.48996,-0.589792,0.0354172,0.00226229,-0.0625755,1.00684,26.295,6.04513,2.17594e-16,3.01672e-18,-2.28465e-17,-2.27694,12.2707,2.58622,0.0161867,-0.00491301,0.00442726,-2.25194,7.90192,1.51342,-0.13178,-0.032054,-0.122302,-1.9399,3.34318,0.412196,-0.0109017,0.00267977,-0.07311
2.45,0,-1.27898e-13,-3.55271e-15,3.55271e-15,9.36751e-16,1.59872e-14,56.8008,-251.937,107.188,2.34025e-14,8.9585e-15,7.7162e-15,65.4267,-184.51,5.72566,-1.01131,0.05396,1.17317,13.2944,-157.569,0.395006,-3.03036,0.370496,-1.02063,13.1692,-158.98,0.446046,-2.29787,0.414495,-8.78876,41.5211,-14.1645,19.0729,-0.0769629,-0.143686,-0.242437,-216.352,-1161.19,-233.14,1.67273e-14,-2.64934e-16,-3.69261e-16,-194.413,-1344.4,45.5189,10.9369,3.33549,1.40257,-236.962,-1701.44,18.4902,-7.24706,8.96928,-0.392349,-236.08,-1702.59,17.9341,-2.92116,7.42564,-76.2353,114.563,1.99186,-34.4582,0.0426065,1.1458,2.48829,17.5331,430.943,19.1339,-6.44531e-16,3.2638e-15,4.69369e-15,2.32929,24.0568,-3.08402,1.11623e-15,-5.72827e-17,-3.01247e-17,-0.442443,11.319,-2.20205,0.050867,0.00266394,-0.0174808,-0.758052,7.32541,-1.45387,0.197249,0.0153515,-0.0813692,-0.903748,3.24922,-0.634287,0.034753,-0.00147091,-0.0474188,-0.824597,22.3764,5.62443,-3.55624e-16,-1.03281e-16,4.03373e-17,-2.95923,10.1379,2.25672,0.0177785,-0.00257762,0.005561,-2.63504,6.45304,1.26321,-0.0967958,-0.0339072,-0.11723,-2.02757,2.63902,0.263407,-0.00459286,0.00324969,-0.0680178
2.48,1.42109e-14,-5.68434e-14,1.68754e-14,2.30926e-14,1.11022e-15,7.10543e-15,106.134,-397.528,105.161,2.0727e-14,1.58064e-14,4.93578e-15,75.1444,-240.936,11.7578,-6.88453,1.40348,0.0579768,38.4189,-152.954,8.08152,-4.90441,1.75583,-1.26551,39.1603,-154.098,8.06646,-3.75646,1.65643,-9.00409,33.4192,-6.52981,16.5894,0.0327383,0.029865,-0.333458,-269.18,-1260.4,-269.663,-9.05325e-15,-7.80451e-17,1.19318e-14,-285.972,-1499.16,56.1938,15.9455,2.15658,1.58728,-330.251,-1873.23,27.6134,-3.19029,8.21792,-0.915043,-329.854,-1874.64,27.0042,0.686021,6.19802,-83.9291,108.059,-1.16402,-33.5513,0.122785,1.15495,2.28372,-43.1676,389.109,15.6899,1.64351e-14,-4.2962e-15,1.37889e-13,1.44291,17.8235,-2.44131,1.33034e-16,-8.92572e-17,5.7789e-17,0.307623,8.61814,-1.69949,0.0039078,0.0018217,-0.00161394,-0.123024,5.6382,-1.09562,0.121093,0.000395041,-0.0458156,-0.474051,2.56981,-0.455044,0.0202025,-0.00291468,-0.0329358,-2.18451,17.3484,4.71265,2.23963e-16,-1.08504e-16,9.29959e-16,-2.69011,7.76672,1.74822,0.0393977,0.00671004,0.0160629,-2.36971,4.91077,0.901686,-0.0452645,-0.0171151,-0.0944547,-1.82485,1.92892,0.075886,0.00482779,0.00625553,-0.0592154
2.52,-2.84217e-14,-3.2685e-13,2.66454e-14,-2.13163e-14,-1.77636e-15,2.13163e-14,693.728,-1052.16,686.286,-8.24184e-14,1.47685e-16,2.1595e-14,328.692,-1002.25,31.4886,33.5631,-8.70544,11.632,262.966,-742.587,39.8875,39.0456,-10.0055,10.0877,265.047,-742.763,38.3799,45.6243,-9.85669,-26.9337,148.378,12.3838,76.7885,-0.40582,-0.822035,0.567659,-395.743,-1597.97,-233.14,1.70487e-13,-4.78714e-14,-1.78308e-13,-449.124,-1817.16,53.9549,21.3138,-1.14684,1.48509,-524.555,-2160.07,31.6265,-4.81381,7.83511,-0.239747,-524.773,-2160.77,31.7135,-0.942795,5.4256,-95.3611,79.6341,-12.1573,-25.5532,0.23736,0.882012,1.25239,-180.688,385.618,-86.6168,1.11185e-13,-2.33767e-14,-1.47724e-15,-2.59034,-0.34622,-2.77424,5.88253e-17,-4.13556e-17,1.07407e-15,0.674616,0.622638,0.621667,-0.31493,0.045785,0.0953775,0.48053,0.62184,0.728914,-0.276953,0.0202835,0.075219,0.136464,0.459774,0.713292,-0.0660122,0.00933572,0.00680074,-5.03445,20.6442,3.76704,-1.86787e-15,-1.49579e-16,-1.36013e-15,-3.15992,8.09347,2.44912,-0.0456527,-0.0366833,-0.0287109,-2.99635,4.7804,1.30034,-0.0987935,-0.0553995,-0.196209,-2.32081,1.50659,0.122322,-0.000748003,0.00548578,-0.0931559
