time,p_x,p_y,p_z,f_x,f_y,f_z,tau_x,tau_y,tau_z
2.65,0.148878,-0.0227817,2.52045,-57.7729,337.068,0.503778,0,-1.62895,0
2.69,0.161825,-0.023054,2.83761,-102.977,519.151,-20.9131,0,-0.1524,0
2.76,0.0887812,-0.0212552,2.59108,-86.8268,605.43,-48.546,0,1.05261,0
2.83,0.0220224,-0.0222353,2.68264,-33.6643,538.906,-41.5769,0,-1.22569,0
2.88,-0.00830879,-0.0219591,2.69963,-24.1082,499.227,-38.5208,0,-1.80739,0
2.91,-0.0281412,-0.0217829,2.67405,-21.8642,494.198,-37.7723,0,-1.67412,0
2.94,-0.0493548,-0.0218211,2.66751,-16.9571,505.027,-37.7536,0,-1.48192,0
2.98,-0.0776218,-0.0219684,2.68918,-4.38482,543.247,-38.7441,0,-2.37958,0
3.01,-0.0983453,-0.0219892,2.70127,10.3813,583.079,-40.0659,0,-4.29748,0
3.05,-0.128527,-0.0219363,2.69992,31.722,623.463,-42.9127,0,-6.34321,0
3.08,-0.156617,-0.0219119,2.69552,47.3886,635.135,-47.3637,0,-7.19692,0
3.12,-0.200489,-0.0219119,2.69624,78.7346,626.161,-50.9945,0,-10.6704,0
3.19,-0.288237,-0.0249713,2.78146,90.6078,395.676,-25.6904,0,-5.66541,0
3.25,-0.127604,-0.0140578,1.10413,25.2935,81.9145,-1.65511,0,1.15514,0
3.32,0.0184242,8.66065e-05,-0.166271,-6.94922,-19.2279,0.694142,0,0.508488,0
3.39,-0.00454425,0.000351855,0.043375,3.29731,9.5715,-0.652343,0,-0.468752,0
3.44,-0.00633117,-0.000656731,0.0487062,0.341628,-0.610317,0.462758,0,0.279105,0
3.53,0.00201882,0.000296288,-0.0167231,0.192359,0.640234,-0.197658,0,-0.147142,0
3.57,-0.00194692,-3.25946e-05,0.0158207,0.679067,1.39705,-0.0249595,0,-0.0358049,0
3.6,-0.00152903,0.00198206,0.0110494,0.135413,-0.321295,0.1121,0,0.0591289,0
3.63,-0.0165129,-0.00312183,-0.259892,1.51606,-30.993,-1.65377,0,0.467087,0
3.68,0.0487593,-0.0151731,0.944113,7.50837,59.3211,10.7833,0,-1.1606,0
3.79,0.139743,-0.0222637,2.8438,-96.3986,551.351,-38.2488,0,4.01559,0
3.91,0.00843089,-0.0222353,2.67501,-25.5954,543.812,-48.9305,0,0.26047,0
3.97,-0.0387383,-0.0218793,2.71202,-10.1957,496.108,-45.6251,0,-0.646931,0
4,-0.0604209,-0.0217745,2.68322,-3.64517,489.511,-45.0548,0,-1.50647,0
4.04,-0.0795498,-0.0219034,2.6756,4.16914,498.399,-46.2111,0,-2.61769,0
4.07,-0.0902568,-0.0219857,2.69364,10.2154,526.59,-49.264,0,-3.5489,0
4.11,-0.115631,-0.0219658,2.71081,23.1038,588.902,-55.1433,0,-5.57154,0
4.14,-0.145983,-0.0219245,2.71112,37.2502,637.89,-60.1777,0,-8.0222,0
4.18,-0.186597,-0.0219119,2.70714,68.3876,672.431,-62.4967,0,-12.3131,0
4.23,-0.283077,-0.0219119,3.07749,96.2732,549.021,-45.355,0,-9.34053,0
4.34,-0.0419616,-0.00902848,0.32172,1.81552,-3.07792,1.20132,0,1.82557,0
4.47,-0.00883139,-3.52915e-05,0.0817171,2.64631,6.70909,-0.316965,0,0.00596037,0
4.5,-0.00652047,-0.000664329,0.0490144,0.358868,-1.53101,0.324971,0,0.314275,0
4.53,0.000969611,-0.000400211,-0.0175543,-1.28732,-5.06469,0.407556,0,0.193902,0
4.58,0.00332569,0.000323434,-0.0276767,-0.237189,0.0947281,-0.107339,0,-0.143617,0
4.61,-0.000217498,0.000225947,0.00408521,0.596611,1.97085,-0.159168,0,-0.0984555,0
4.64,-0.00203471,0.00208688,0.016879,0.514254,0.857037,-0.00673756,0,0.0209281,0
4.68,-0.00874814,-0.00550709,-0.0894035,3.82043,-27.4162,-1.08503,0,0.825469,0
4.72,0.0647128,-0.0152248,0.932035,7.82784,46.8409,10.9313,0,0.543594,0
4.79,0.177083,-0.0233813,2.65068,-67.878,378.28,-4.17407,0,-2.3845,0
4.84,0.162921,-0.0218766,2.78542,-107.309,574.933,-39.661,0,-1.36781,0
4.89,0.10348,-0.0213524,2.58215,-88.2675,614.378,-55.2088,0,-1.1677,0
4.96,0.0318646,-0.022245,2.67138,-31.3861,532.335,-44.3614,0,-2.00716,0
5.02,-0.000322197,-0.0218191,2.67544,-17.7923,483.609,-42.1156,0,-2.50325,0
5.06,-0.0201573,-0.0218211,2.64641,-9.67361,488.596,-43.0662,0,-3.00585,0
5.09,-0.0357148,-0.0219404,2.65526,-2.11565,511.385,-44.4918,0,-3.72106,0
5.13,-0.0645957,-0.0219892,2.67974,12.215,564.4,-47.9493,0,-5.21754,0
5.17,-0.102945,-0.0219363,2.68479,30.2671,618.436,-53.5828,0,-7.1165,0
5.2,-0.131737,-0.0219119,2.68013,47.5695,647.045,-58.3833,0,-8.97306,0
5.24,-0.166842,-0.0219119,2.67732,80.0807,635.756,-55.4379,0,-10.7103,0
5.29,-0.256857,-0.0254494,2.92903,85.7771,445.638,-31.3111,0,-3.29812,0
5.4,-0.0198134,-0.00450142,0.13099,-3.6683,-15.7426,1.77127,0,1.45784,0
5.61,0.004274,0.000259582,-0.0404934,-0.796609,-2.04998,-0.0585593,0,-0.119811,0
5.7,-0.0018865,0.00293045,0.0148428,0.244285,-0.0495566,0.100094,0,0.0731249,0
5.74,-0.00889468,-0.00312183,-0.095132,5.76606,-31.4872,0.375142,0,0.377064,0
5.79,0.072397,-0.0151731,1.24992,-1.57414,104.682,9.05014,0,0.414544,0
5.86,0.172923,-0.0234158,2.76847,-85.2929,446.113,-22.1046,0,2.44819,0
5.93,0.104845,-0.021348,2.66455,-89.1435,595.276,-55.0532,0,4.05302,0
6.04,-0.00136279,-0.0222082,2.71048,-9.62637,516.17,-47.7335,0,-0.0969019,0
6.09,-0.035737,-0.0218191,2.68326,-0.739668,499.919,-46.114,0,-0.812119,0
6.14,-0.0710495,-0.0218616,2.67411,5.00581,520.45,-47.6641,0,-2.11381,0
6.17,-0.0881234,-0.0219684,2.69404,11.4502,545.905,-50.3246,0,-3.58825,0
6.2,-0.105306,-0.0219892,2.70835,22.8644,581.582,-53.4101,0,-5.39932,0
6.24,-0.134263,-0.0219363,2.70884,41.0287,631.055,-58.0788,0,-7.64356,0
6.28,-0.174903,-0.0219119,2.70396,66.2005,656.872,-61.0338,0,-11.4207,0
6.31,-0.206053,-0.0219119,2.70336,89.2683,628.397,-55.3509,0,-13.2939,0
6.37,-0.251005,-0.0240314,2.57009,74.5087,346.57,-25.0331,0,-3.92845,0
6.43,-0.0874894,-0.0115261,0.814973,14.7067,43.1056,-1.09705,0,1.97525,0
6.49,0.0169338,8.66065e-05,-0.166541,-5.95655,-18.009,0.894312,0,0.277845,0
6.55,8.3245e-06,0.000764558,0.00492989,2.21803,9.13582,-0.821584,0,-0.561135,0
6.6,-0.0077202,-0.000664329,0.0684315,1.15642,1.10182,0.23193,0,0.267248,0
6.64,0.0014249,-0.000210443,-0.0175924,-1.2318,-4.78848,0.364935,0,0.204724,0
6.67,0.00422558,0.000259582,-0.040832,-0.962231,-2.49415,0.0415101,0,-0.060541,0
6.7,0.00181934,0.000296288,-0.0167563,0.126569,0.92505,-0.156711,0,-0.154766,0
6.74,-0.00179553,0.00350489,0.0158412,0.598716,1.33704,-0.0386802,0,-0.0148404,0
6.77,-0.0230382,0.000612496,-0.356799,0.14334,-27.3526,-1.63231,0,-0.03407,0
6.82,0.0387358,-0.0103573,0.63758,9.65377,15.62,5.99824,0,0.562688,0
6.87,0.148969,-0.0207555,2.08825,-32.3671,235.764,6.25255,0,-2.28892,0
6.97,0.133069,-0.0215615,2.69376,-108.405,606.749,-41.0445,0,0.305336,0
7.04,0.0619455,-0.0218908,2.60021,-48.0063,580.97,-46.0942,0,-1.53753,0
7.08,0.0367421,-0.022245,2.678,-23.0007,535.664,-38.0797,0,-2.8354,0
7.13,-0.00700495,-0.0218793,2.67057,-10.1144,495.975,-33.5735,0,-2.96156,0
7.16,-0.0297944,-0.0217745,2.64979,-4.90847,487.407,-33.3743,0,-2.90318,0
7.2,-0.0513887,-0.0219034,2.66019,2.42139,500.96,-36.1323,0,-3.02786,0
7.23,-0.0673547,-0.0219857,2.68165,11.2543,536.963,-40.0368,0,-3.95013,0
7.27,-0.0963127,-0.0219658,2.69468,28.7095,603.537,-45.184,0,-5.75543,0
7.3,-0.127541,-0.0219245,2.69356,45.7879,648.706,-50.1831,0,-7.30037,0
7.34,-0.173551,-0.0219119,2.6919,79.9336,672.713,-52.1895,0,-11.2992,0
7.48,-0.0832051,-0.0140578,0.810858,13.6917,45.1198,1.83478,0,2.53692,0
7.53,0.00907091,-0.00262765,-0.11002,-6.63316,-21.5328,0.84879,0,0.764075,0
7.6,0.000372451,0.00114209,0.00492771,2.69105,9.41106,-0.771032,0,-0.597664,0
7.65,-0.00733209,-0.000563869,0.0680876,0.980212,1.25051,0.513407,0,0.310296,0
7.68,-0.000910164,-0.000559519,0.00230147,-1.12957,-4.51813,0.414993,0,0.306802,0
7.72,0.00392783,0.000141667,-0.0406175,-0.930463,-2.57698,-0.134414,0,-0.074879,0
7.75,0.00175501,0.000333128,-0.0166586,0.247795,1.00024,-0.221016,0,-0.171898,0
7.78,-0.00116024,0.00013776,0.0113915,0.697627,1.80693,-0.0386456,0,-0.0620436,0
7.82,-0.0308104,0.000620949,-0.41544,-1.23218,-25.969,-2.90941,0,0.0544606,0
7.86,0.00863984,-0.00790436,0.112644,10.5491,-22.5047,3.50725,0,-0.121108,0
7.9,0.0921317,-0.0173367,1.24446,-5.89303,113.303,12.7786,0,-0.472028,0
7.97,0.190513,-0.0233137,2.76572,-101.691,490.2,-17.1754,0,3.26343,0
8.05,0.129245,-0.0212552,2.61901,-91.5067,614.468,-47.1017,0,4.56694,0
8.12,0.0589658,-0.0222353,2.66704,-30.4985,527.767,-39.3417,0,1.14812,0
8.16,0.0287278,-0.0220496,2.71808,-19.2465,497.214,-38.4427,0,0.0863521,0
8.2,0.00318323,-0.0217829,2.68947,-12.3974,490.693,-39.3118,0,-0.871029,0
8.24,-0.024967,-0.0218616,2.67253,-1.16821,504.542,-40.385,0,-2.26904,0
8.27,-0.0474637,-0.0219684,2.68806,10.3458,532.778,-42.3391,0,-4.02147,0
8.3,-0.0715836,-0.0219892,2.70568,23.0269,570.988,-45.2129,0,-6.02365,0
8.34,-0.108424,-0.0219363,2.7111,40.8007,620.943,-51.8559,0,-8.03037,0
8.38,-0.147188,-0.0219119,2.70638,70.2124,651.36,-55.1583,0,-11.8247,0
8.42,-0.221928,-0.0219119,3.13239,98.4466,594.637,-39.8324,0,-11.0843,0
8.58,0.0141303,8.66065e-05,-0.166482,-6.45127,-20.7464,0.220998,0,0.526784,0
8.8,0.000551409,0.000225947,-0.00560563,0.433282,1.68125,-0.190558,0,-0.141552,0
8.87,-0.022227,-0.00319394,-0.249067,2.52434,-32.3148,-1.99924,0,0.165279,0
8.91,0.0510408,-0.0128549,0.638391,8.76403,26.857,7.09364,0,0.978273,0
8.97,0.188059,-0.0227523,2.32289,-50.0199,306.904,6.23119,0,-0.223418,0
9.05,0.202582,-0.0215615,2.73972,-114.673,613.105,-35.1874,0,2.38614,0
9.11,0.128337,-0.0217014,2.57237,-69.9777,599.978,-41.5921,0,1.99784,0
9.16,0.0891206,-0.022245,2.67549,-34.4476,526.447,-36.7007,0,0.318762,0
9.22,0.0562157,-0.0218191,2.68291,-21.5163,480.809,-36.2081,0,-0.656371,0
9.26,0.0240303,-0.0218211,2.65737,-10.0962,487.472,-37.3162,0,-2.11458,0
9.29,-0.0025906,-0.0219404,2.66737,3.34521,512.648,-39.2152,0,-4.09837,0
9.32,-0.0269964,-0.0219921,2.68573,18.4797,551.084,-41.3418,0,-6.53321,0
9.36,-0.0597783,-0.0219507,2.69487,34.4602,606.363,-46.1529,0,-7.62527,0
9.4,-0.0986396,-0.0219119,2.69019,62.1997,657.453,-51.2264,0,-9.66813,0
9.44,-0.136527,-0.0219119,2.68314,98.2423,624.744,-44.0614,0,-13.2964,0
